hostname,context,ip address,source int,community,poll/trap,version
uk-brs-pp-fw-asa01-sec,p2-n-be-offshore,10.120.136.15,pp2off-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p3-c-mg-offshore,10.120.163.59,pp3off-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p3-c-mg-offshore,10.110.163.59,pp3off-internal-vrf,1ns3ct,poll,2c
uk-brs-pp-fw-asa01-sec,p3-c-mg-offshore,10.120.136.15,pp3off-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p3-c-mg-offshore,10.210.163.111,pp3off-internal-vrf,whM0n1T0r,both,2c
uk-brs-pp-fw-asa01-sec,p3-n-mg-offshore,10.120.163.59,pp3off-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p3-n-mg-offshore,10.120.136.15,pp3off-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p3-c-be-offshore,10.120.163.59,pp3off-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p3-c-be-offshore,10.110.163.59,pp3off-internal-vrf,1ns3ct,poll,2c
uk-brs-pp-fw-asa01-sec,p3-c-be-offshore,10.120.136.15,pp3off-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p3-c-be-offshore,10.210.163.111,pp3off-internal-vrf,whM0n1T0r,both,2c
uk-brs-pp-fw-asa01-sec,p3-n-be-offshore,10.120.163.59,pp3off-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p3-n-be-offshore,10.120.136.15,pp3off-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p2-c-be-onshore,10.120.163.59,pp2on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p2-c-be-onshore,10.120.136.15,pp2on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p2-n-be-onshore,10.120.163.59,pp2on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p2-n-be-onshore,10.120.136.15,pp2on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p2-c-mg-onshore,10.120.163.59,pp2on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p2-c-mg-onshore,10.110.163.59,pp2on-internal-vrf,1ns3ct,poll,2c
uk-brs-pp-fw-asa01-sec,p2-c-mg-onshore,10.120.136.15,pp2on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p2-c-mg-onshore,10.210.163.111,pp2on-internal-vrf,whM0n1T0r,both,2c
uk-brs-pp-fw-asa01-sec,p2-n-mg-onshore,10.120.163.59,pp2on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p2-n-mg-onshore,10.120.136.15,pp2on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p3-c-be-onshore,10.120.163.59,pp3on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p3-c-be-onshore,10.120.136.15,pp3on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p3-n-be-onshore,10.120.163.59,pp3on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p3-n-be-onshore,10.120.136.15,pp3on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p3-c-mg-onshore,10.120.163.59,pp3on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p3-c-mg-onshore,10.110.163.59,pp3on-internal-vrf,1ns3ct,poll,2c
uk-brs-pp-fw-asa01-sec,p3-c-mg-onshore,10.120.136.15,pp3on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p3-c-mg-onshore,10.210.163.111,pp3on-internal-vrf,whM0n1T0r,both,2c
uk-brs-pp-fw-asa01-sec,p3-n-mg-onshore,10.120.163.59,pp3on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p3-n-mg-onshore,10.120.136.15,pp3on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p2-r-fe,10.120.163.59,pp2on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p2-r-fe,10.110.163.59,pp2on-internal-vrf,1ns3ct,both,2c
uk-brs-pp-fw-asa01-sec,p2-r-fe,10.210.163.111,pp2on-internal-vrf,1ns3ct,both,2c
uk-brs-pp-fw-asa01-sec,p2-r-fe,10.120.136.15,pp2on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p2-r-be,10.120.163.59,pp2on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p2-r-be,10.110.163.59,pp2on-internal-vrf,1ns3ct,both,2c
uk-brs-pp-fw-asa01-sec,p2-r-be,10.210.163.111,pp2on-internal-vrf,1ns3ct,both,2c
uk-brs-pp-fw-asa01-sec,p2-r-be,10.120.136.15,pp2on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p2-r-mg,10.120.163.59,pp2on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p2-r-mg,10.110.163.59,pp2on-internal-vrf,1ns3ct,both,2c
uk-brs-pp-fw-asa01-sec,p2-r-mg,10.210.163.111,pp2on-internal-vrf,1ns3ct,both,2c
uk-brs-pp-fw-asa01-sec,p2-r-mg,10.120.136.15,pp2on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p2-c-be-offshore,10.120.163.59,pp2off-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p2-c-be-offshore,10.110.163.59,pp2off-internal-vrf,1ns3ct,poll,2c
uk-brs-pp-fw-asa01-sec,p2-c-be-offshore,10.120.136.15,pp2off-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p2-c-be-offshore,10.210.163.111,pp2off-internal-vrf,whM0n1T0r,both,2c
uk-brs-pp-fw-asa01-sec,p1-r-fe,10.120.163.59,pp1on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p1-r-fe,10.120.163.61,pp1on-internal-vrf,1ns3ct,both,2c
uk-brs-pp-fw-asa01-sec,p1-r-fe,10.120.136.15,pp1on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p1-r-be,10.120.163.59,pp1on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p1-r-be,10.120.163.61,pp1on-internal-vrf,1ns3ct,both,2c
uk-brs-pp-fw-asa01-sec,p1-r-be,10.120.136.15,pp1on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p1-r-mg,10.120.163.59,pp1on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p1-r-mg,10.120.163.61,pp1on-internal-vrf,1ns3ct,both,2c
uk-brs-pp-fw-asa01-sec,p1-r-mg,10.120.136.15,pp1on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,pp1on-c-front-cx,10.180.163.103,pp1on-internal-vrf,+qE=P7@B,poll,2c
uk-brs-pp-fw-asa01-sec,pp1on-c-front-cx,10.180.163.13,pp1on-internal-vrf,+qE=P7@B,poll,2c
uk-brs-pp-fw-asa01-sec,pp1on-c-front-cx,10.110.163.59,pp1on-internal-vrf,9BEP6-JP,both,2c
uk-brs-pp-fw-asa01-sec,pp1on-c-front-cx,10.120.163.59,pp1on-internal-vrf,9BEP6-JP,poll,2c
uk-brs-pp-fw-asa01-sec,pp1on-c-front-cx,10.120.136.15,pp1on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,pp1on-c-front-cx,10.120.163.13,pp1on-internal-vrf,m0squ1t0,both,
uk-brs-pp-fw-asa01-sec,pp1on-c-front-cx,10.180.163.111,pp1on-internal-vrf,n1m50ft,both,2c
uk-brs-pp-fw-asa01-sec,pp1on-c-front-cx,10.180.163.112,pp1on-internal-vrf,n1m50ft,both,2c
uk-brs-pp-fw-asa01-sec,pp1on-c-front-cx,10.180.163.12,pp1on-internal-vrf,yvWCBS$8,both,2c
uk-brs-pp-fw-asa01-sec,pp1on-n-front-cx,10.180.163.103,pp1on-intp-vrf,+qE=P7@B,poll,2c
uk-brs-pp-fw-asa01-sec,pp1on-n-front-cx,10.180.163.13,pp1on-intp-vrf,+qE=P7@B,poll,2c
uk-brs-pp-fw-asa01-sec,pp1on-n-front-cx,10.110.163.59,pp1on-intp-vrf,9BEP6-JP,both,2c
uk-brs-pp-fw-asa01-sec,pp1on-n-front-cx,10.120.163.59,pp1on-intp-vrf,9BEP6-JP,poll,2c
uk-brs-pp-fw-asa01-sec,pp1on-n-front-cx,10.120.136.15,pp1on-intp-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,pp1on-n-front-cx,10.120.163.13,pp1on-intp-vrf,m0squ1t0,both,
uk-brs-pp-fw-asa01-sec,pp1on-n-front-cx,10.180.163.111,pp1on-intp-vrf,n1m50ft,both,2c
uk-brs-pp-fw-asa01-sec,pp1on-n-front-cx,10.180.163.112,pp1on-intp-vrf,n1m50ft,both,2c
uk-brs-pp-fw-asa01-sec,pp1on-n-front-cx,10.180.163.12,pp1on-intp-vrf,yvWCBS$8,both,2c
uk-brs-pp-fw-asa01-sec,pp1off-e-internal,10.120.163.59,pp1off-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,pp1off-e-internal,10.110.163.59,pp1off-internal-vrf,1ns3ct,poll,2c
uk-brs-pp-fw-asa01-sec,pp1off-e-internal,10.120.136.15,pp1off-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,pp1off-e-internal,10.210.163.111,pp1off-internal-vrf,whM0n1T0r,both,2c
uk-brs-pp-fw-asa01-sec,pp2off-e-internal,10.120.163.59,pp2off-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,pp2off-e-internal,10.110.163.59,pp2off-internal-vrf,1ns3ct,poll,2c
uk-brs-pp-fw-asa01-sec,pp2off-e-internal,10.120.136.15,pp2off-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,pp2off-e-internal,10.210.163.111,pp2off-internal-vrf,whM0n1T0r,both,2c
uk-brs-pp-fw-asa01-sec,pp3off-e-internal,10.120.163.59,pp3off-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,pp3off-e-internal,10.110.163.59,pp3off-internal-vrf,1ns3ct,poll,2c
uk-brs-pp-fw-asa01-sec,pp3off-e-internal,10.120.136.15,pp3off-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,pp3off-e-internal,10.210.163.111,pp3off-internal-vrf,whM0n1T0r,both,2c
uk-brs-pp-fw-asa01-sec,pp2on-c-front-cx,10.180.163.103,pp2on-internal-vrf,+qE=P7@B,poll,2c
uk-brs-pp-fw-asa01-sec,pp2on-c-front-cx,10.180.163.13,pp2on-internal-vrf,+qE=P7@B,poll,2c
uk-brs-pp-fw-asa01-sec,pp2on-c-front-cx,10.110.163.59,pp2on-internal-vrf,9BEP6-JP,both,2c
uk-brs-pp-fw-asa01-sec,pp2on-c-front-cx,10.120.163.59,pp2on-internal-vrf,9BEP6-JP,poll,2c
uk-brs-pp-fw-asa01-sec,pp2on-c-front-cx,10.120.136.15,pp2on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,pp2on-c-front-cx,10.120.163.13,pp2on-internal-vrf,m0squ1t0,both,
uk-brs-pp-fw-asa01-sec,pp2on-c-front-cx,10.180.163.111,pp2on-internal-vrf,n1m50ft,both,2c
uk-brs-pp-fw-asa01-sec,pp2on-c-front-cx,10.180.163.112,pp2on-internal-vrf,n1m50ft,both,2c
uk-brs-pp-fw-asa01-sec,pp2on-c-front-cx,10.180.163.12,pp2on-internal-vrf,yvWCBS$8,both,2c
uk-brs-pp-fw-asa01-sec,pp2on-n-front-cx,10.180.163.103,pp2on-internal-vrf,+qE=P7@B,poll,2c
uk-brs-pp-fw-asa01-sec,pp2on-n-front-cx,10.180.163.13,pp2on-internal-vrf,+qE=P7@B,poll,2c
uk-brs-pp-fw-asa01-sec,pp2on-n-front-cx,10.110.163.59,pp2on-internal-vrf,9BEP6-JP,both,2c
uk-brs-pp-fw-asa01-sec,pp2on-n-front-cx,10.120.163.59,pp2on-internal-vrf,9BEP6-JP,poll,2c
uk-brs-pp-fw-asa01-sec,pp2on-n-front-cx,10.120.136.15,pp2on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,pp2on-n-front-cx,10.120.163.13,pp2on-internal-vrf,m0squ1t0,both,
uk-brs-pp-fw-asa01-sec,pp2on-n-front-cx,10.180.163.111,pp2on-internal-vrf,n1m50ft,both,2c
uk-brs-pp-fw-asa01-sec,pp2on-n-front-cx,10.180.163.112,pp2on-internal-vrf,n1m50ft,both,2c
uk-brs-pp-fw-asa01-sec,pp2on-n-front-cx,10.180.163.12,pp2on-internal-vrf,yvWCBS$8,both,2c
uk-brs-pp-fw-asa01-sec,p1-c-fe-onshore,10.120.163.59,pp1on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p1-c-fe-onshore,10.120.136.15,pp1on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p1-n-fe-onshore,10.120.163.59,pp1on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p1-n-fe-onshore,10.120.136.15,pp1on-internal-vrf,community,poll,2c
uk-brs-pp-fw-asa01-sec,p2-c-fe-onshore,10.120.163.59,pp2on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p2-c-fe-onshore,10.120.136.15,pp2on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p2-n-fe-onshore,10.120.163.59,pp2on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p2-n-fe-onshore,10.120.136.15,pp2on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p3-c-fe-onshore,10.120.163.59,pp3on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p3-c-fe-onshore,10.120.136.15,pp3on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p3-n-fe-onshore,10.120.163.59,pp3on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p3-n-fe-onshore,10.120.136.15,pp3on-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p1-e-in-onshore,10.120.136.15,pp1on-internal-vrf,Nd3fEUck,poll,2c
uk-brs-pp-fw-asa01-sec,p1-e-in-onshore,10.120.163.206,pp1on-internal-vrf,Nd3fEUck,both,2c
uk-brs-pp-fw-asa01-sec,p1-e-in-onshore,10.120.163.59,pp1on-internal-vrf,Nd3fEUck,both,2c
uk-brs-pp-fw-asa01-sec,p2-e-in-onshore,10.120.136.15,pp2on-internal-vrf,REsYS!VE,poll,2c
uk-brs-pp-fw-asa01-sec,p2-e-in-onshore,10.120.163.206,pp2on-internal-vrf,REsYS!VE,both,2c
uk-brs-pp-fw-asa01-sec,p2-e-in-onshore,10.120.163.59,pp2on-internal-vrf,REsYS!VE,both,2c
uk-brs-pp-fw-asa01-sec,p3-e-in-onshore,10.120.136.15,pp3on-internal-vrf,oK!ntLou,poll,2c
uk-brs-pp-fw-asa01-sec,p3-e-in-onshore,10.120.163.206,pp3on-internal-vrf,oK!ntLou,both,2c
uk-brs-pp-fw-asa01-sec,p3-e-in-onshore,10.120.163.59,pp3on-internal-vrf,oK!ntLou,both,2c
uk-brs-pp-fw-asa01-sec,p1-n-fe-offshore,10.120.163.59,pp1off-internal-vrf,IVEN3sIoNdIm,both,2c
uk-brs-pp-fw-asa01-sec,p1-n-fe-offshore,10.110.163.59,pp1off-internal-vrf,IVEN3sIoNdIm,poll,2c
uk-brs-pp-fw-asa01-sec,p1-n-fe-offshore,10.120.136.15,pp1off-internal-vrf,IVEN3sIoNdIm,poll,2c
uk-brs-pp-fw-asa01-sec,p1-n-fe-offshore,10.210.163.111,pp1off-internal-vrf,IVEN3sIoNdIm,both,2c
uk-brs-pp-fw-asa01-sec,p1-n-fe-offshore,10.215.163.100,pp1off-internal-vrf,s3rv1c3n0w,both,2c
uk-brs-pp-fw-asa01-sec,p2-n-fe-offshore,10.120.163.59,pp2off-internal-vrf,uo8WWL8C4m94,both,2c
uk-brs-pp-fw-asa01-sec,p2-n-fe-offshore,10.110.163.59,pp2off-internal-vrf,uo8WWL8C4m94,poll,2c
uk-brs-pp-fw-asa01-sec,p2-n-fe-offshore,10.120.136.15,pp2off-internal-vrf,uo8WWL8C4m94,poll,2c
uk-brs-pp-fw-asa01-sec,p2-n-fe-offshore,10.210.163.111,pp2off-internal-vrf,uo8WWL8C4m94,both,2c
uk-brs-pp-fw-asa01-sec,p3-n-fe-offshore,10.120.163.59,pp3off-internal-vrf,mhqTcnYW7r7g,both,2c
uk-brs-pp-fw-asa01-sec,p3-n-fe-offshore,10.110.163.59,pp3off-internal-vrf,mhqTcnYW7r7gm,poll,2c
uk-brs-pp-fw-asa01-sec,p3-n-fe-offshore,10.120.136.15,pp3off-internal-vrf,mhqTcnYW7r7g,poll,2c
uk-brs-pp-fw-asa01-sec,p3-n-fe-offshore,10.210.163.111,pp3off-internal-vrf,mhqTcnYW7r7g,both,2c
uk-brs-pp-fw-asa01-sec,p1-c-fe-offshore,10.120.163.59,pp1off-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p1-c-fe-offshore,10.110.163.59,pp1off-internal-vrf,1ns3ct,poll,2c
uk-brs-pp-fw-asa01-sec,p1-c-fe-offshore,10.120.136.15,pp1off-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p1-c-fe-offshore,10.210.163.111,pp1off-internal-vrf,whM0n1T0r,both,2c
uk-brs-pp-fw-asa01-sec,p2-c-fe-offshore,10.120.163.59,pp2off-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p2-c-fe-offshore,10.110.163.59,pp2off-internal-vrf,1ns3ct,poll,2c
uk-brs-pp-fw-asa01-sec,p2-c-fe-offshore,10.120.136.15,pp2off-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p2-c-fe-offshore,10.210.163.111,pp2off-internal-vrf,whM0n1T0r,both,2c
uk-brs-pp-fw-asa01-sec,p3-c-fe-offshore,10.120.163.59,pp3off-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p3-c-fe-offshore,10.110.163.59,pp3off-internal-vrf,1ns3ct,poll,2c
uk-brs-pp-fw-asa01-sec,p3-c-fe-offshore,10.120.136.15,pp3off-internal-vrf,A55a55inat3d,poll,2c
uk-brs-pp-fw-asa01-sec,p3-c-fe-offshore,10.210.163.111,pp3off-internal-vrf,whM0n1T0r,both,2c
uk-brs-pp-fw-asa01-sec,pp1off-c-fr-cx,10.120.163.59,pp1off-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,pp1off-c-fr-cx,10.110.163.59,pp1off-internal-vrf,&5f7Op0Zd3,poll,2c
uk-brs-pp-fw-asa01-sec,pp1off-c-fr-cx,10.120.136.15,pp1off-internal-vrf,&5f7Op0Zd3,poll,2c
uk-brs-pp-fw-asa01-sec,pp1off-c-fr-cx,10.210.163.111,pp1off-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,pp2off-c-fr-cx,10.120.163.59,pp2off-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,pp2off-c-fr-cx,10.110.163.59,pp2off-internal-vrf,&5f7Op0Zd3,poll,2c
uk-brs-pp-fw-asa01-sec,pp2off-c-fr-cx,10.120.136.15,pp2off-internal-vrf,&5f7Op0Zd3,poll,2c
uk-brs-pp-fw-asa01-sec,pp2off-c-fr-cx,10.210.163.111,pp2off-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,pp3off-c-fr-cx,10.120.163.59,pp3off-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,pp3off-c-fr-cx,10.110.163.59,pp3off-internal-vrf,&5f7Op0Zd3,poll,2c
uk-brs-pp-fw-asa01-sec,pp3off-c-fr-cx,10.120.136.15,pp3off-internal-vrf,&5f7Op0Zd3,poll,2c
uk-brs-pp-fw-asa01-sec,pp3off-c-fr-cx,10.210.163.111,pp3off-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p3-r-fe,10.120.163.59,pp3on-internal-vrf,&5f7Op0Zd3,both,2c
uk-brs-pp-fw-asa01-sec,p3-r-fe,10.110.163.59,pp3on-internal-vrf,1ns3ct,both,2c
uk-brs-pp-fw-asa01-sec,p3-r-fe,10.210.163.111,pp3on-internal-vrf,1ns3ct,both,2c
uk-brs-pp-fw-asa01-sec,p3-r-fe,10.120.136.15,pp3on-internal-vrf,A55a55inat3d,poll,2c
