hostname,name,type,seq number,remark,action,src_service_obj,src_service_obj_grp,protocol,src_host,src_network_obj,src_network_obj_grp,src_network,dest_host,dest_network_obj,dest_network_obj_grp,dest_network,dest_port,dest_port_obj_grp,dest_port_range,logging_level,logging_interval,status
uk-sc1-fw01-sec,internal-vrf_access_in,extended,60,CHG0019673, CHG0021776, CHG0023479,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,61,,permit,,,tcp,,,DM_INLINE_NETWORK_43,,,,DM_INLINE_NETWORK_44,,65000,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,62,CHG0021777, CHG0021779, CHG0023479, CHG0038470, CHG0062597,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,63,,permit,,DM_INLINE_SERVICE_6,,,,DM_INLINE_NETWORK_45,,,sc1wnprrbk-vip,,,,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,64,CHG0033196, CHG0032878, CHG0032799,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,65,,permit,,,tcp,,,DM_INLINE_NETWORK_46,,,sc1wnprrbk-vip,,,3121,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,66,CHG0032144,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,67,,permit,,,tcp,,,SIS-DR-Control-Panel-sources,,,mkpv-grp-bevcp2.sis.tv,,,3389,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,68,CHG0117628,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,69,,permit,,,tcp,,,DM_INLINE_NETWORK_55,,,,VR_Viewer_PCs,,,DM_INLINE_TCP_43,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,70,CHG0053779,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,71,,permit,,,ip,,,DM_INLINE_NETWORK_56,,,,VR_Viewer_PCs,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,72,CHG0033465,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,73,,permit,,,tcp,,,liability-viewer-euthenia-apps,,,liability-viewer-rtapps-vip,,,www,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,74,CHG0033465,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,75,,permit,,,tcp,,,liability-viewer-pds-apps,,,liability-viewer-rtapps-vip,,,www,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,76,CHG0033465,35130,36047,38746,38813,40872, CHG0042399, CHG0052800, CHG0077320,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,77,CHG0033465,35130,36047,38746,38813,40872, CHG0042399, CHG0052800, CHG0077320, CHG0088728,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,78,,permit,,web-ports,,,,DM_INLINE_NETWORK_50,,,liability-viewer-rtapps-vip,,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,79,CHG0035130,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,80,,permit,,,tcp,,stj-dev-net,,,,,liability-viewer-rtapps,,ssh,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,81,CHG0033465,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,82,,permit,,web-ports,,,,wily-production-onshore,,,liability-viewer-rtapps-vip,,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,83,CHG0035130 (BRS VIP routed here from internal-vrf then out to retail-vrf), CHG0116405,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,84,,permit,,,tcp,,,DM_INLINE_NETWORK_166,,,,Polling-VIPs,,,DM_INLINE_TCP_47,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,85,CHG0036326,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,86,,permit,,TCPUDP,,,,infoblox-all-masters-servers,,,,legacy-retail-ad,,domain,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,87,CHG0039020,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,88,,permit,,,tcp,,,chyron-servers,,,,broadcast-data-servers,,35053,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,89,CHG0041262,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,90,,permit,,,tcp,,,RacingPost-Ext-Ranges,,,,SCC-PA-Data-Collectors,,ssh,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,91,CHG0035130,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,92,,permit,,,tcp,,,liability-viewer-tills,,,,serial-repeaters-brs,,21299,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,93,CHG0051612,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,94,,permit,,,tcp,,,3Datapath412,,,rtpws.whrtp.local,,,www,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,95,CHG0051588,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,96,,permit,,,tcp,,SC1WNPREMN20,,,,,,any4,ssh,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,97,CHG0052743,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,98,,permit,,,tcp,,,vr-mysql-servers-live,,,,vr-mysql-servers-dr,,3306,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,99,CHG0053180,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,100,,permit,,,tcp,,,DBA_Team,,,,vr-mysql-servers-live,,,DM_INLINE_TCP_11,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,101,,permit,,,icmp,,,,any4,,,,any4,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,102,<< Management Access to tote-wigan1 & 2 - CHG0053313 >>,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,103,,permit,,,ip,,,netsec-management,,10.99.254.26,,,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,104,,permit,,,ip,,,netsec-management,,10.99.254.27,,,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,105,CHG0039775,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,106,,permit,,,udp,,,TSC-mgmt,,,uk-cwk-encoder-04-lan,,,snmp,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,107,<< Begin - Copied from 1-STJ-WAN-FW - CHG0054816 >>,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,108,CHG0015230,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,109,,permit,,,udp,10.120.163.59,,,,,,IANA-private-nets,,snmp,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,110,CHG0079098,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,111,,permit,,,udp,,sc1wnpremn71,,,,,retail-vrf-devices,,snmp,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,112,CHG0038863,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,113,,permit,,,ip,10.120.143.70,,,,,,,any4,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,114,Logging rule - filter out icmp logs to specific hosts, CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,115,,deny,,,icmp,,,,any4,,,ICMP-Blocked-list,,,,,disable,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,116,Spurious traffic generated by badly configured devices on the WAN, CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,117,,deny,,,ip,,,grp-pr-wan-office-nets,,,,Blocked-list,,,,,disable,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,118,RF temp access for 12/12/2011 only...,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,119,,permit,,,ip,10.1.56.148,,,,,,LeisureLink,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,120,HEAT 197891, CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,121,,permit,,DM_INLINE_SERVICE_2207149,,,,grp-pr-wan-office-nets,,,,Polling-servers,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,122,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,123,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,124,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,125,DNS lookups, CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,126,Software deployment for retail, CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,127,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,128,,permit,,,ip,,,grp-pr-wan-office-nets,,,,icommand-servers,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,129,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,130,,permit,,,tcp,,,grp-pr-wan-office-nets,,,,DM_INLINE_NETWORK_22071467,,www,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,131,BGT trial, CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,132,,permit,,,tcp,,,grp-pr-wan-office-nets,,,,ext-BGT,,,BGT-ports-TCP,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,133,BGT trial, CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,134,,permit,,,udp,,,grp-pr-wan-office-nets,,,,services.bgt.ag,,ntp,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,135,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,136,,permit,,,tcp,,,grp-pr-wan-office-nets,,,,DM_INLINE_NETWORK_22071468,,,DM_INLINE_TCP_22071429,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,137,Access to STJ ACS server, CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,138,,permit,,DM_INLINE_SERVICE_22071411,,,,IANA-private-nets,,192.168.1.21,,,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,139,PGP Endpoint client communication, CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,140,,permit,,,tcp,,,IANA-private-nets,,,,DM_INLINE_NETWORK_22071469,,65129,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,141,Network device logging, CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,142,,permit,,,udp,,,IANA-private-nets,,,,Logging-devices,,syslog,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,143,RDS farm access, CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,144,,permit,,,tcp,,,IANA-private-nets,,,,RDS-servers,,3389,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,145,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,146,,permit,,,udp,,,IANA-private-nets,,,,STJ-DNS-servers,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,147,Heat 206007, CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,148,,permit,,,tcp,,,IANA-private-nets,,10.1.28.22,,,,,HTTP_HTTPS,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,149,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,150,,permit,,,ip,,,WAN-DNS-servers,,,,STJ-DNS-servers,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,151,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,152,,permit,,,udp,,,WAN-DNS-servers,,,,,any4,domain,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,153,HEAT 269042, CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,154,,permit,,,tcp,,,,any4,,,Greyhound_Sites,,,HTTP_HTTPS,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,155,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,156,,permit,,,tcp,,,,any4,,,STJ-DNS-servers,,,sg-mgmt-dns-tcp,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,157,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,158,,permit,,,udp,,,,any4,,,og-int-ntp-server-hosts,,ntp,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,159,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,160,,permit,,,udp,,,,any4,,,HPOV-servers,,snmptrap,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,161,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,162,,permit,,sg-bt-mgmt-ports,,,,og-bt-mgmt-nets,,,,og-bt-managed-nets,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,163,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,164,,permit,,VOIP-GW-TCP_UDP,,,,og-voip-wan-gw,,,,og-voip-hq-gw,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,165,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,166,,permit,,,tcp,,,,10.0.0.0 255.0.0.0,,,DM_INLINE_NETWORK_22071470,,smtp,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,167,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,168,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,169,,permit,,,tcp,,,,10.0.0.0 255.0.0.0,,,DM_INLINE_NETWORK_22071471,,,HTTP_HTTPS,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,170,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,171,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,172,,permit,,,tcp,,,og-jde-citrix-access-hosts,,,,Citrix-servers,,,Citrix-TCP,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,173,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,174,,permit,,,udp,,,og-jde-citrix-access-hosts,,,,Citrix-servers,,,Citrix-UDP,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,175,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,176,,permit,,,tcp,,,,10.3.0.0 255.255.0.0,,,stj-ctxws.stj.betcapture.com,,,HTTP_HTTPS,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,177,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,178,,permit,,,udp,,,,10.0.0.0 255.0.0.0,,,NCS,,,DM_INLINE_UDP_2207145,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,179,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,180,,permit,,,tcp,,,WAN-MI-reporting-access,,10.150.4.229,,,,,sg-mi-reporting-ports-tcp,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,181,CHG0052038,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,182,,permit,,,tcp,,,BIS-Team-Greenside,,10.150.4.229,,,,,DM_INLINE_TCP_22071451,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,183,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,184,,permit,,,udp,,,grp-pr-wan-office-nets,,,,og-comms-subnet,,,sg-tftp-ports-udp,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,185,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,186,,permit,,,udp,,,Shop-nets,,,,og-helpdesk-L2-support,,,sg-tftp-ports-udp,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,187,CHG0018571,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,188,,permit,,,udp,,,,10.0.0.0 255.0.0.0,,,STJ-DNS-servers,,domain,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,189,,permit,,TCPUDP,,,,DM_INLINE_NETWORK_73,,,,,10.91.124.0 255.255.255.0,domain,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,190,,permit,,,tcp,,,,10.0.0.0 255.0.0.0,,,STJ-DNS-servers,,domain,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,191,CHG0018571,,,,,,,,,,,,,,,,,,
