hostname,name,type,seq number,remark,action,src_service_obj,src_service_obj_grp,protocol,src_host,src_network_obj,src_network_obj_grp,src_network,dest_host,dest_network_obj,dest_network_obj_grp,dest_network,dest_port,dest_port_obj_grp,dest_port_range,logging_level,logging_interval,status
uk-sc1-fw01-sec,app-top_access_in,extended,14,,permit,,,tcp,,sc1wnprrtp01,,,,,DM_INLINE_NETWORK_18,,smtp,,,notifications,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,15,CHG0070262,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,16,,permit,,,tcp,,sc1wnprrdb01-symantec,,,10.210.168.25,,,,smtp,,,notifications,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,17,CHG0033465,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,18,,permit,,,tcp,,,liability-viewer-pds-apps,,,liability-viewer-rtapps-vip,,,www,,,,,active
uk-sc1-fw01-sec,app-top_access_in,extended,19,CHG0033465,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,20,,permit,,,tcp,,,liability-viewer-euthenia-apps,,,liability-viewer-rtapps-vip,,,www,,,,,active
uk-sc1-fw01-sec,app-top_access_in,extended,21,CHG0035130, CHG0116405, CHG0116407,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,22,,permit,,,tcp,,,liability-viewer-tills,,,,Polling-VIPs,,,DM_INLINE_TCP_27,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,23,CHG0035130,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,24,,permit,,,tcp,,,liability-viewer-tills,,,,serial-repeaters-brs,,21299,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,25,CHG0076120,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,26,,permit,,,tcp,,,grp-pr-seneca-servers,,,DR-ASDI-VIP,,,7011,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,27,CHG0076774,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,28,,permit,,,tcp,,,grp-pr-seneca-servers,,,internalproxy.williamhill.remote,,,,DM_INLINE_TCP_10,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,29,CHG0035849,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,30,,permit,,,tcp,,sc1wnprrcsvi,,,,,sc1wnprrbk,,35011,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,31,CHG0037956 - uses FTP inspection,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,32,,permit,,,tcp,,,sc1wnprrcs,,,,sc1wnprrbk,,35011,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,33,CHG0052743,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,34,,permit,,,tcp,,,vr-mysql-servers-live,,,,vr-mysql-servers-dr,,3306,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,35,CHG0056731,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,36,,permit,,,tcp,,sc1pcprrep01,,,,,Polling_Servers,,8011,,,,,active
uk-sc1-fw01-sec,app-top_access_in,extended,37,CHG0075809,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,38,,permit,,,tcp,,,grp-scc-serverised-tills,,,brs-email-gateway,,,smtp,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,39,CHG0062597,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,40,,permit,,,tcp,,,DM_INLINE_NETWORK_34,,,PreProd_Test_Till,,,21299,,,notifications,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,41,CHG0064934,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,42,,permit,,DM_INLINE_SERVICE_5,,,sc1wnprrtp01,,,,,sc1wnprrpl,,,,,,,active
uk-sc1-fw01-sec,app-top_access_in,extended,43,CHG0065030,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,44,,permit,,,tcp,,,ASDI_Servers,,,brs1wnprrcsvi,,,2003,,,,,active
uk-sc1-fw01-sec,app-top_access_in,extended,45,CHG0065030,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,46,,permit,,,tcp,,,ASDI_Servers,,,brswndrrcs01,,,1433,,,,,active
uk-sc1-fw01-sec,app-top_access_in,extended,47,CHG0065670,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,48,,permit,,,tcp,,,SIS-Serial-Repeaters-SC1,,,,Retail_Nets,,21299,,,,,active
uk-sc1-fw01-sec,app-top_access_in,extended,49,CHG0070439, CHG0074679,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,50,,permit,,DM_INLINE_SERVICE_7,,,,Retail-SFTP,,,,DM_INLINE_NETWORK_40,,,,,,,active
uk-sc1-fw01-sec,app-top_access_in,extended,51,CHG0071041, CHG0071668, CHG0071672,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,52,,permit,,DM_INLINE_SERVICE_8,,,,DM_INLINE_NETWORK_39,,,,DM_INLINE_NETWORK_38,,,,,,,active
uk-sc1-fw01-sec,app-top_access_in,extended,53,CHG0074376, CHG0076825, RTSK0039249,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,54,,permit,,DM_INLINE_SERVICE_10,,,,grp-retail-helios01,,,,DM_INLINE_NETWORK_41,,,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,55,CHG0076057,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,56,,permit,Stingray_Proxy,,,,,,10.120.177.0 255.255.255.128,,retail-proxy.prod.williamhill.plc,,,,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,57,CHG0074376,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,58,,permit,,grp-svc-ssbt-tig,,,,,10.120.177.0 255.255.255.128,,,grp-pr-retail-estate,,,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,59,CHG0086591,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,60,,permit,,,tcp,,,DM_INLINE_NETWORK_46,,,SCC-WSUS,,,www,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,61,CHG0093894,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,62,CHG0093894,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,63,CHG0093894,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,64,,permit,,,tcp,,,GRP-ELK-SERVERS,,,,GRP-NFS-HEADS-SAN,,sunrpc,,,,,active
uk-sc1-fw01-sec,app-top_access_in,extended,65,,permit,,,tcp,,,GRP-ELK-SERVERS,,,,GRP-NFS-HEADS-SAN,,nfs,,,,,active
uk-sc1-fw01-sec,app-top_access_in,extended,66,CHG0095730, CHG0096579,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,67,,permit,,,tcp,,,GRP-SC1UXPRRDB,,,,DM_INLINE_NETWORK_50,,3306,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,68,CHG0095761,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,69,,permit,,GRP-SSBT-DATABASE-MONITORING,,,,GRP-SSBT-DATABASE-SERVERS,,,brswn246-mg,,,,,,,,active
uk-sc1-fw01-sec,app-top_access_in,extended,70,CHG0095796,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,71,,permit,,,tcp,,,GRP-SSBT-DATABASE-SERVERS,,,brsuxdrrdb001.prod.williamhill.plc,,,3306,,,,,active
uk-sc1-fw01-sec,app-top_access_in,extended,72,CHG0101250,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,73,,permit,,,tcp,,sc1uxprnap005,,,,,grp-int-lb-servicelayer,,www,,,,,active
uk-sc1-fw01-sec,app-top_access_in,extended,74,CHG0104689,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,75,,permit,,,tcp,,,retail-liability-db-vip,,,brsux232,,,,DM_INLINE_TCP_20,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,76,CHG0109321,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,77,,permit,,,tcp,,,DM_INLINE_NETWORK_63,,10.120.172.30,,,,www,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,78,CHG0109477,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,79,,permit,,,tcp,,,DM_INLINE_NETWORK_64,,10.120.172.151,,,,,DM_INLINE_TCP_23,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,80,CHG0109477,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,81,,permit,,,tcp,,,DM_INLINE_NETWORK_65,,10.120.172.150,,,,7011,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,82,CHG0109477,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,83,,permit,,,tcp,,,DM_INLINE_NETWORK_66,,10.120.172.100,,,,21299,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,84,CHG0109477,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,85,,permit,,,tcp,,,DM_INLINE_NETWORK_67,,10.120.172.101,,,,21299,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,86,CHG0109477,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,87,,permit,,,tcp,,,DM_INLINE_NETWORK_68,,10.120.172.150,,,,7011,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,88,CHG0109982,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,89,,permit,,,tcp,,,DM_INLINE_NETWORK_76,,10.210.172.101,,,,21299,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,90,CHG0109982,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,91,,permit,,,tcp,,,DM_INLINE_NETWORK_77,,10.210.172.150,,,,7011,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,92,CHG0109982,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,93,,permit,,,tcp,,,DM_INLINE_NETWORK_78,,10.210.172.100,,,,21299,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,94,CHG0110043,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,95,,permit,,,tcp,,,DM_INLINE_NETWORK_79,,,,DM_INLINE_NETWORK_80,,smtp,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,96,CHG0114101,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,97,,permit,,,tcp,,sc1uxprrdb002,,,,brsuxdrrdb001.prod.williamhill.plc,,,ssh,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,98,CHG0118486,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,99,,permit,tcp-3306,,,,sc1uxprrdb010,,,,brsuxdrrdb010,,,,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,100,CHG0123808,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,101,,permit,tcp-1521,,,,sc1uxprtdb001,,,,sc1uxprgdb01,,,,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,102,CHG0123808,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,103,,permit,tcp-1433,,,,sc1uxprtdb001,,,,corpservicessql,,,,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,104,CHG0123808,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,105,,permit,,,tcp,,sc1uxprtdb001,,,,emailhost01,,,smtp,,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,106,CHG0126210 CHG0129203 CHG0129088,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,107,,permit,,,tcp,,,DM_INLINE_NETWORK_98,,,ld6-retail_production-omni-services,,,,DM_INLINE_TCP_99,,informational,300,active
uk-sc1-fw01-sec,app-top_access_in,extended,108,sc1nasncde.williamhill.plc,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,app-top_access_in,extended,109,,permit,,DM_INLINE_SERVICE_106,,,,DM_INLINE_NETWORK_105,,,,sc1nasncde.williamhill.plc,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,1,CHG0115229,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,2,,deny,,,ip,,,Corp-WiFi-Subnets,,,,,any,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,3,CHG0033465,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,4,,permit,,rtapps-pds-apps,,,,liability-viewer-rtapps,,,,liability-viewer-pds-apps,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,5,CHG0033465,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,6,,permit,,rtapps-euthenia,,,,liability-viewer-rtapps,,,,liability-viewer-euthenia-apps,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,7,CHG0079048,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,8,,permit,,,tcp,,,liability-viewer-rtapps,,,sc1uxprrap007,,,,DM_INLINE_TCP_11,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,9,CHG0079048,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,10,,permit,,,tcp,,,liability-viewer-risk,,,sc1uxprrap007,,,,DM_INLINE_TCP_12,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,11,CHG0080940, CHG0084832, CHG0101698, CHG0112087, CHG0128596,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,12,,permit,,,tcp,,,grp-retail-serial-repeaters-src,,,,grp-serial-repeaters-scc,,21299,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,13,CHG0079048,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,14,,permit,,,tcp,,brsuxdrnap008,,,,sc1uxprrap007,,,9200,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,15,CHG0079118,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,16,,permit,,,tcp,,,DM_INLINE_NETWORK_42,,,sc1uxprrap007,,,9200,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,17,CHG0033465,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,18,,permit,,,tcp,,stj-dev-net,,,,,liability-viewer-tills,,1433,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,19,CHG0033465, CHG0096923, CHG0097421, CHG0117835, CHG0119299, TASK0164264, CHG0134784, CHG0136028,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,20,,permit,,,tcp,,,DM_INLINE_NETWORK_52,,,sc1uxprrdb-vip,,,3306,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,21,CHG0129088,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,22,,permit,,,tcp,,ld6uxprrdb001,,,,sc1uxprrdb-vip,,,,DM_INLINE_TCP_16,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,23,CHG0129202,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,24,,permit,,,tcp,,ld6uxprrdb010,,,,sc1uxprrdb010,,,,DM_INLINE_TCP_17,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,25,CHG0033465,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,26,,permit,,,tcp,,,wily-production-onshore,,,,liability-viewer-tills,,1433,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,27,CHG0035130,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,28,,permit,,,tcp,,,wily-production-onshore,,,,liability-viewer-pds-db,,3306,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,29,CHG0020939, CHG0062597,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,30,,permit,,,tcp,,,DM_INLINE_NETWORK_35,,,,SIS-Serial-Repeaters-SC1,,21299,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,31,CHG0021075,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,32,,permit,,,tcp,,,stj-pch,,,,DM_INLINE_NETWORK_20,,21299,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,33,CHG0059717,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,34,,permit,,,tcp,,,wily-production-onshore,,,,DM_INLINE_NETWORK_32,,www,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,35,CHG0059717,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,36,,permit,,,tcp,,LCW-SamIllingworth,,,,,DM_INLINE_NETWORK_30,,ssh,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,37,CHG0021991,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,38,,permit,,,tcp,,,DM_INLINE_NETWORK_22,,,,DM_INLINE_NETWORK_21,,,DM_INLINE_TCP_5,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,39,**Emergency Rule, Virtual Server Failure, Approved by Matt B, 18/11/12, AB**,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,40,,permit,,,tcp,10.150.4.114,,,,,sc1wnprrcsvi,,,4511,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,41,CHG0023012,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,42,,permit,,,tcp,,,SAVOR-users,,,sc1wnprrcs-vip,,,1433,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,43,CHG0023834,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,44,,permit,,,tcp,,,DM_INLINE_NETWORK_23,,,sc1wnprrcsvi,,,50000,,,debugging,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,45,CHG0033465, CHG0035341,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,46,CHG0033465, CHG0035341,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,47,,permit,,,tcp,,,System-Engineers,,,,liability-viewer-tills,,,System-Engineer-LV-access,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,48,CHG0022115,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,49,,permit,,DM_INLINE_SERVICE_3,,10.1.82.152,,,,,sc1wnprrtp01,,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,50,CHG0123189,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,51,,permit,,RDC_PORTS,,,brswnprrjb01,,,,sc1wnprrtp01,,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,52,CHG0103555,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,53,,permit,,,tcp,,brswnprrjb01,,,,sc1wnprrtp01,,,1433,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,54,CHG0103725,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,55,,permit,,,tcp,,brswnprrjb01,,,10.120.177.11,,,,1433,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,56,CHG0035130, CHG0039219, CHG0055198,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,57,,permit,,,tcp,,,DBA-Team,,,,liability-viewer-tills,,,DM_INLINE_TCP_8,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,58,CHG0052999, CHG0080071,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,59,,permit,,,tcp,,,DM_INLINE_NETWORK_26,,,sc1wnprrcsvi,,,,DM_INLINE_TCP_6,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,60,CHG0083866,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,61,,permit,,,tcp,,,DM_INLINE_NETWORK_45,,,sc1wnprrcsvi,,,,DM_INLINE_TCP_13,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,62,CHG0083144,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,63,,permit,,,tcp,,,DM_INLINE_NETWORK_44,,,sc1wnprrcsvi,,,3822,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,64,CHG0035130,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,65,,permit,,,tcp,,,DBA-Team,,,,liability-viewer-pds-db,,,liability-viewer-db-mg,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,66,CHG0035130, CHG0081986, CHG0096116,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,67,,permit,,,tcp,,,DM_INLINE_NETWORK_36,,,sc1uxprrdb-vip,,,3306,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,68,CHG0033387,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,69,,permit,,MS-SQL,,,,Symantec-Management-Servers,,,sc1wnprrdb01-symantec,,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,70,CHG0035926, CHG0041147,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,71,,permit,,,tcp,,,liability-viewer-till-support,,,,liability-viewer-tills,,6502,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,72,CHG0051588,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,73,,permit,,,tcp,,SC1WNPREMN20,,,,,,any4,ssh,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,74,CHG0052743,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,75,,permit,,,tcp,,,vr-mysql-servers-dr,,,,vr-mysql-servers-live,,3306,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,76,CHG0053517,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,77,,permit,,,tcp,,whg-lcw-capacity_monitoring,,,,Oscar-Splunk,,,8000,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,78,CHG0053779,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,79,,permit,,,tcp,,bruxdrrvr05,,,,,vr-mysql-servers-live,,3306,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,80,CHG0053180,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,81,,permit,,,tcp,,VR_Viewer_PCs,,,,NAS,,,445,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,82,CHG0056018, CHG0117052,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,83,,permit,,,tcp,,,DM_INLINE_NETWORK_28,,,,VR_Live_OSCAR_Servers,,7021,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,84,CHG0056018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,85,,permit,,,tcp,,stj-dev-net,,,,,vr-mysql-servers-live,,3306,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,86,CHG0056731, CHG0119062,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,87,,permit,,,tcp,,,DM_INLINE_NETWORK_91,,,sc1pcprrep01,,,1433,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,88,CHG0056731,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,89,CHG0056731,,,,,,,,,,,,,,,,,,
