Section,rule,display name,action,source,dest,service
Temp,280,MRGITOPS-2425,ALLOW,"10.130.55.15
10.130.55.14
10.130.55.13
10.130.55.12
10.130.55.23
10.130.55.11
10.130.55.10","10.120.163.46","TCP/8089"
Temp,290,MRGITOPS-2419,ALLOW,"172.17.150.30","45.154.132.68","TCP/22"
Temp,300,MRGIC-348,ALLOW,"10.112.215.221
10.112.215.220
10.112.129.86
10.112.129.85","172.17.200.10","UDP/53
TCP/53"
Temp,310,MRGITOPS-2319,ALLOW,"172.17.110.104
172.17.110.203
172.17.110.103
172.17.110.204
172.17.110.100
172.17.110.102
172.17.110.101","172.17.105.37","TCP/22"
Temp,320,MRGITOPS-2283,ALLOW,"172.17.110.104
172.17.110.203
172.17.110.103
172.17.110.204
172.17.110.100
172.17.110.102
172.17.110.101","10.10.11.199
10.10.11.200","TCP/22"
Temp,330,MRGITOPS-2275,ALLOW,"172.17.110.104
172.17.110.203
172.17.110.103
172.17.110.204
172.17.110.100
172.17.110.102
172.17.110.101","10.10.11.97
10.10.11.98
10.10.11.99
10.10.11.94
10.10.11.95
10.10.11.96","TCP/22"
Temp,340,MRGITOPS-2246,ALLOW,"172.17.110.104
172.17.110.203
172.17.110.103
172.17.110.204
172.17.110.100
172.17.110.102
172.17.110.101","172.17.100.145","TCP/22"
Temp,350,MRGITOPS-1920,ALLOW,"172.17.100.97","ANY","TCP/7000"
Temp,360,MRGITOPS-2205,ALLOW,"10.130.129.1","172.17.200.25","ANY"
Temp,370,MRGITOPS-2076,ALLOW,"10.130.200.0/22
10.40.200.0/22","172.17.0.0/16
10.130.0.0/16","ANY"
Temp,380,MRGITOPS-1982,ALLOW,"172.17.200.171","172.17.0.0/16
10.130.0.0/16","ANY"
Temp,390,MRGITOPS-1955,ALLOW,"172.17.110.104
172.17.110.203
172.17.110.103
172.17.110.204
172.17.110.100
172.17.110.102
172.17.110.101","172.17.100.189","TCP/22"
Temp,400,MRGITOPS-1921,ALLOW,"10.251.0.0/16","172.17.100.31","TCP/80"
Temp,410,MRGITOPS-1910,ALLOW,"172.17.110.104
172.17.110.203
172.17.110.103
172.17.110.204
172.17.110.100
172.17.110.102
172.17.110.101","10.10.10.87
10.10.10.88","TCP/22"
Temp,420,MRGITOPS-1909,ALLOW,"172.17.110.104
172.17.110.203
172.17.110.103
172.17.110.204
172.17.110.100
172.17.110.102
172.17.110.101","172.17.100.144","TCP/22"
Temp,430,New Rule,ALLOW,"10.130.220.55","10.10.0.0/16
10.132.0.0/16
10.40.0.0/16
172.21.0.0/16
10.20.0.0/16
10.110.0.0/16
10.130.90.0/24
172.17.0.0/16
10.78.0.0/16
10.1.0.0/16
10.131.0.0/16","TCP/445
TCP/47001
TCP/49152-65535
TCP/3389
TCP/5986
TCP/135
TCP/5985"
Temp,440,New Rule,ALLOW,"172.17.100.145","10.10.55.95","TCP/443"
Temp,450,New Rule,ALLOW,"10.1.128.0/17","10.130.55.13","TCP/9997"
Temp,460,New Rule,ALLOW,"ANY","172.17.105.31","TCP/80"
Temp,470,New Rule,ALLOW,"ANY","13.48.70.241","TCP/5671"
Temp,480,New Rule,ALLOW,"ANY","172.17.200.10","UDP/123
TCP/123"
Temp,490,New Rule,ALLOW,"100.76.16.0/20","172.17.100.190","TCP/5672"
Temp,500,New Rule,ALLOW,"100.76.16.0/20","172.17.161.25","TCP/1433"
Temp,510,New Rule,ALLOW,"172.17.110.0/24","172.17.100.140","TCP/1080"
Temp,520,New Rule,ALLOW,"10.130.200.0/22","172.17.112.67","TCP/22"
Temp,530,New Rule,ALLOW,"10.130.46.0/24","52.218.0.0/17","TCP/443"
Temp,540,New Rule,ALLOW,"10.130.46.0/24","10.112.46.30","TCP/8400
TCP/8401
TCP/8402
TCP/8403"
Temp,550,New Rule,ALLOW,"10.112.46.30","10.130.46.0/24","TCP/8400
TCP/8401
TCP/8402
TCP/8403"
Temp,560,New Rule,ALLOW,"100.77.32.0/23
100.77.36.0/23
100.77.34.0/23","172.17.100.66","TCP/80
TCP/443"
Temp,570,New Rule,ALLOW,"172.17.100.100","10.1.179.21","TCP/1433"
Temp,580,New Rule,ALLOW,"10.1.179.11","10.130.55.15","TCP/8088"
Temp,590,New Rule,ALLOW,"10.130.0.0/16","10.130.220.56","TCP/8531
TCP/8530"
Temp,600,New Rule,ALLOW,"18.135.147.234","172.17.100.37","TCP/80"
Temp,610,New Rule,ALLOW,"18.135.147.234","172.17.100.48","TCP/80"
Temp,620,New Rule,ALLOW,"172.17.100.48","18.135.125.0
3.10.251.189
3.11.7.246","TCP/443"
Temp,630,New Rule,ALLOW,"172.17.100.48","0.0.0.0/0","TCP/80
TCP/443"
Temp,640,New Rule,ALLOW,"172.16.0.0/12
10.0.0.0/8
192.168.0.0/16","172.17.200.111","TCP/8530"
Temp,650,New Rule,ALLOW,"172.17.105.171","172.17.100.190","TCP/5672"
Temp,660,New Rule,ALLOW,"10.40.91.23","10.130.90.25","TCP/5050
TCP/5051"
Temp,670,New Rule,ALLOW,"10.130.100.0/24","172.17.100.190","TCP/5671"
Temp,680,New Rule,ALLOW,"172.17.105.176","10.20.30.10","TCP/1433"
Temp,690,New Rule,ALLOW,"10.20.30.10","172.17.105.176","TCP/1433"
Temp,700,New Rule,ALLOW,"10.130.0.0/16","172.17.200.101","TCP/3128"
Temp,710,New Rule,ALLOW,"100.77.32.0/23
100.77.36.0/23
100.77.34.0/23","172.17.100.21","TCP/80
TCP/443"
Temp,720,New Rule,ALLOW,"172.17.100.199","188.66.5.131","TCP/7000"
Temp,730,New Rule,ALLOW,"10.1.79.11","172.17.110.29
172.17.110.28
172.17.110.27
172.17.110.26
172.17.110.21
172.17.110.20
172.17.110.25
172.17.110.24
172.17.110.23
172.17.110.22
172.17.110.9
172.17.110.8
172.17.110.7
172.17.110.6
172.17.110.5
172.17.110.18
172.17.110.17
172.17.110.16
172.17.110.15
172.17.110.19
172.17.110.32
172.17.110.10
172.17.110.31
172.17.110.30
172.17.110.14
172.17.110.13
172.17.110.34
172.17.110.12
172.17.110.33
172.17.110.11","TCP/80
TCP/443"
Temp,740,New Rule,ALLOW,"100.76.49.188","172.17.100.190","TCP/5672"
Temp,750,New Rule,ALLOW,"172.17.200.101","ANY","TCP/80
TCP/443"
Temp,760,New Rule,ALLOW,"75.98.195.178","172.17.100.205","TCP/80
TCP/443"
Temp,770,New Rule,ALLOW,"172.17.105.66","172.17.100.15","TCP/80
TCP/443"
Temp,780,New Rule,ALLOW,"172.17.105.187","172.17.100.213
172.17.100.212
172.17.100.158
172.17.100.148
172.17.100.159
172.17.100.214
172.17.100.149
172.17.100.217
172.17.100.216
172.17.100.218
172.17.100.154
172.17.100.155","TCP/11207
TCP/18091-18096
TCP/11210
TCP/11211
TCP/8091-8096
TCP/9140"
Temp,790,New Rule,ALLOW,"172.17.100.83","172.17.100.205","TCP/80
TCP/443"
Temp,800,New Rule,ALLOW,"172.17.100.82","172.17.100.205","TCP/80
TCP/443"
Temp,810,New Rule,ALLOW,"192.168.48.0/20","ANY","ANY"
Temp,820,New Rule,ALLOW,"172.17.161.47","10.20.30.10","TCP/1434
TCP/2382
TCP/2383
UDP/1434
TCP/443
TCP/1433
TCP/80"
Temp,830,New Rule,ALLOW,"172.17.200.111","0.0.0.0/0","UDP/135
TCP/135
TCP/80
TCP/443
TCP/49152-65535
TCP/1433
TCP/445"
Temp,840,New Rule,ALLOW,"10.20.40.22
10.20.40.21","172.17.161.47","TCP/1433"
Temp,850,New Rule,ALLOW,"172.17.112.11
172.17.112.13
172.17.112.12","172.17.100.129","TCP/22"
Temp,860,New Rule,ALLOW,"0.0.0.0/0","172.17.200.10
172.17.200.5","UDP/53
TCP/53"
Temp,870,MRGITOPS-2727,ALLOW,"172.17.105.142","172.17.105.142","TCP/22"
Temp,880,CHG0150231,ALLOW,"172.17.0.0/16
10.130.0.0/16","10.120.163.44","TCP/443"
Rulebase,0,new access,ALLOW,"100.76.49.188","172.17.100.190","TCP/5672"
Rulebase,1,new access ,ALLOW,"172.17.200.101","0.0.0.0/0","TCP/80
TCP/443"
Rulebase,2,new access ,ALLOW,"75.98.195.178","172.17.100.205","TCP/80
TCP/443"
Rulebase,3,new access ,ALLOW,"172.17.105.66","172.17.100.15","TCP/80
TCP/443"
Rulebase,4,new access ,ALLOW,"172.17.105.187","172.17.100.213
172.17.100.212
172.17.100.158
172.17.100.148
172.17.100.159
172.17.100.214
172.17.100.149
172.17.100.217
172.17.100.216
172.17.100.218
172.17.100.154
172.17.100.155","TCP/11207
TCP/18091-18096
TCP/11211
TCP/9140
TCP/11210
TCP/8091-8096"
Rulebase,5,new access ,ALLOW,"172.17.100.83","172.17.100.205","TCP/80
TCP/443"
Rulebase,6,new access ,ALLOW,"172.17.100.82","172.17.100.205","TCP/80
TCP/443"
Rulebase,7,new access ,ALLOW,"192.168.48.0/20","0.0.0.0/0","TCP"
Rulebase,8,new access ,ALLOW,"172.17.161.47","10.20.30.10","TCP/2383
TCP/2382
TCP/135
TCP/1434
TCP/80
UDP/1434
TCP/1433
TCP/443"
Rulebase,9,new access ,ALLOW,"172.17.200.111","0.0.0.0/0","UDP/135
TCP/135
TCP/80
TCP/443
TCP/49152-65535
TCP/1433
TCP/445"
Rulebase,10,new access ,ALLOW,"10.20.40.22
10.20.40.21","172.17.161.47","TCP/1433"
Rulebase,11,new access ,ALLOW,"172.17.112.11
172.17.112.13
172.17.112.12","172.17.100.129","TCP/22"
Rulebase,12,new access ,ALLOW,"0.0.0.0/0","172.17.200.10
172.17.200.5","UDP/53
TCP/53"
SDDC_Specific,0,migrated_additional,ALLOW,"0.0.0.0/0","172.17.110.16","TCP/3142
TCP/443
TCP/8089
TCP/80"
SDDC_Specific,1,migrated_additional,ALLOW,"0.0.0.0/0","10.40.220.204","TCP/8089"
SDDC_Specific,2,migrated_additional,ALLOW,"0.0.0.0/0","0.0.0.0/0","UDP/123"
SDDC_Specific,3,migrated_additional,ALLOW,"10.30.195.0/24
10.130.200.0/23
192.168.4.0/22
10.10.55.0/24
192.168.0.0/22
10.30.200.0/22
10.40.200.0/22
10.40.0.0/16
192.168.16.0/22
192.168.12.0/22
10.30.200.0/24","0.0.0.0/0","ANY"
SDDC_Specific,4,migrated_additional,ALLOW,"172.17.100.229/32","0.0.0.0/0","TCP/993"
SDDC_Specific,5,migrated_additional,ALLOW,"0.0.0.0/0","172.17.200.254","TCP/23560
TCP/443"
SDDC_Specific,6,migrated_additional,ALLOW,"0.0.0.0/0","0.0.0.0/0","TCP/25"
SDDC_Specific,7,migrated_ACL-OUTSIDE-V1_5,ALLOW,"10.20.30.10","172.17.161.25","ANY"
SDDC_Specific,8,migrated_ACL-OUTSIDE-V1_6,ALLOW,"10.30.195.0/24","10.40.60.5
172.17.200.10
10.40.60.6
172.17.200.5","TCP/389
TCP/1025-5000
TCP/514
TCP/464
UDP/137
UDP/123
TCP/88
TCP/445
TCP/53
TCP/135
TCP/5722
TCP/139
TCP/3268
UDP/53
TCP/636
UDP/138
UDP/49152-65535
TCP/25
TCP/8530
UDP/445
TCP/443
TCP/3269
TCP/49164
UDP/464
TCP/49152-65535
UDP/1025-5000
UDP/88
UDP/2535
UDP/67
UDP/389
TCP/9389"
SDDC_Specific,9,migrated_ACL-OUTSIDE-V1_7,ALLOW,"10.53.0.0/16
100.64.0.0/10
10.118.0.0/16
10.117.0.0/16
10.208.0.0/16
10.55.0.0/16
10.114.0.0/16
10.123.0.0/16
10.121.0.0/16
10.116.0.0/16
10.192.0.0/16
10.217.0.0/16
10.17.100.0/24
10.122.0.0/16
192.168.48.0/20
10.56.0.0/16
10.182.0.0/16
10.201.0.0/16
10.210.0.0/16
192.168.12.0/22
10.113.0.0/16
192.168.2.0/23
10.112.0.0/16
10.120.0.0/16
10.181.0.0/16
10.1.224.0/22
10.180.0.0/16
10.216.0.0/16
192.168.16.0/22
10.115.0.0/16
10.191.0.0/16
10.119.0.0/16","10.40.60.5
172.17.200.10
10.40.60.6
172.17.200.5","TCP/3268
UDP/67
UDP/123
UDP/2535
UDP/138
TCP/636
UDP/445
TCP/3269
TCP/8530
TCP/49164
UDP/137
TCP/464
TCP/135
TCP/25
UDP/389
TCP/49152-65535
TCP/443
TCP/139
UDP/53
TCP/389
TCP/88
TCP/9389
UDP/1025-5000
TCP/53
TCP/445
UDP/88
TCP/1025-5000
UDP/49152-65535
TCP/514
UDP/464
TCP/5722"
SDDC_Specific,10,migrated_ACL-OUTSIDE-V1_8,ALLOW,"10.53.0.0/16
100.64.0.0/10
10.118.0.0/16
10.117.0.0/16
10.208.0.0/16
10.55.0.0/16
10.114.0.0/16
10.123.0.0/16
10.121.0.0/16
10.116.0.0/16
10.192.0.0/16
10.217.0.0/16
10.17.100.0/24
10.122.0.0/16
192.168.48.0/20
10.56.0.0/16
10.182.0.0/16
10.201.0.0/16
10.210.0.0/16
192.168.12.0/22
10.113.0.0/16
192.168.2.0/23
10.112.0.0/16
10.120.0.0/16
10.181.0.0/16
10.1.224.0/22
10.180.0.0/16
10.216.0.0/16
192.168.16.0/22
10.115.0.0/16
10.191.0.0/16
10.119.0.0/16","10.130.0.0/16","ANY"
SDDC_Specific,11,migrated_ACL-OUTSIDE-V1_9,ALLOW,"10.53.0.0/16
100.64.0.0/10
10.118.0.0/16
10.117.0.0/16
10.208.0.0/16
10.55.0.0/16
10.114.0.0/16
10.123.0.0/16
10.121.0.0/16
10.116.0.0/16
10.192.0.0/16
10.217.0.0/16
10.17.100.0/24
10.122.0.0/16
192.168.48.0/20
10.56.0.0/16
10.182.0.0/16
10.201.0.0/16
10.210.0.0/16
192.168.12.0/22
10.113.0.0/16
192.168.2.0/23
10.112.0.0/16
10.120.0.0/16
10.181.0.0/16
10.1.224.0/22
10.180.0.0/16
10.216.0.0/16
192.168.16.0/22
10.115.0.0/16
10.191.0.0/16
10.119.0.0/16","172.17.100.15","TCP/80
TCP/443"
SDDC_Specific,12,migrated_ACL-OUTSIDE-V1_10,ALLOW,"10.53.0.0/16
100.64.0.0/10
10.118.0.0/16
10.117.0.0/16
10.208.0.0/16
10.55.0.0/16
10.114.0.0/16
10.123.0.0/16
10.121.0.0/16
10.116.0.0/16
10.192.0.0/16
10.217.0.0/16
10.17.100.0/24
10.122.0.0/16
192.168.48.0/20
10.56.0.0/16
10.182.0.0/16
10.201.0.0/16
10.210.0.0/16
192.168.12.0/22
10.113.0.0/16
192.168.2.0/23
10.112.0.0/16
10.120.0.0/16
10.181.0.0/16
10.1.224.0/22
10.180.0.0/16
10.216.0.0/16
192.168.16.0/22
10.115.0.0/16
10.191.0.0/16
10.119.0.0/16","172.17.200.30
172.17.200.20","ANY"
SDDC_Specific,13,migrated_ACL-OUTSIDE-V1_12,ALLOW,"192.168.48.0/20
192.168.12.0/22
192.168.2.0/23
192.168.16.0/22","172.17.200.72","TCP/443"
SDDC_Specific,14,migrated_ACL-OUTSIDE-V1_13,ALLOW,"10.180.18.145
10.40.100.126","10.30.205.51","TCP/22
TCP/443"
SDDC_Specific,15,migrated_ACL-OUTSIDE-V1_14,ALLOW,"192.168.48.0/20
192.168.12.0/22
192.168.2.0/23
192.168.16.0/22","172.17.200.142
172.17.200.141
172.17.200.152
172.17.200.151","TCP/8443"
SDDC_Specific,16,migrated_ACL-OUTSIDE-V1_15,ALLOW,"10.30.203.128/25","172.17.200.10
172.17.200.5","UDP/53
TCP/53"
SDDC_Specific,17,migrated_ACL-OUTSIDE-V1_16,ALLOW,"10.10.0.0/16
10.30.200.0/22
10.20.0.0/16
192.168.1.0/24","172.17.200.10
172.17.200.5
192.168.140.10
172.17.100.5
10.40.60.5
172.17.200.10
10.40.60.6
172.17.200.5
172.17.200.6","TCP/464
TCP/3269
TCP/8530
TCP/443
TCP/49164
TCP/135
TCP/1025-5000
TCP/49152-65535
UDP/2535
UDP/445
TCP/445
TCP/9389
TCP/636
TCP/53
UDP/67
UDP/138
TCP/139
TCP/514
TCP/5722
UDP/137
UDP/123
UDP/389
TCP/389
UDP/464
UDP/53
UDP/49152-65535
TCP/88
UDP/1025-5000
TCP/3268
UDP/88
TCP/25"
SDDC_Specific,18,migrated_ACL-OUTSIDE-V1_17,ALLOW,"10.10.0.0/16
10.20.0.0/16","172.17.200.25","ANY"
SDDC_Specific,19,migrated_ACL-OUTSIDE-V1_19,ALLOW,"10.10.211.0/24","10.40.60.5
172.17.200.10
10.40.60.6
172.17.200.5","TCP/636
TCP/53
UDP/53
UDP/123"
SDDC_Specific,20,migrated_ACL-OUTSIDE-V1_21,ALLOW,"10.10.11.183","172.17.112.0/24","TCP/22"
SDDC_Specific,21,migrated_ACL-OUTSIDE-V1_24,ALLOW,"10.10.0.0/16
10.40.60.0/24
10.20.0.0/16
10.10.211.0/24","172.17.112.254","TCP/222
TCP/443
TCP/80"
SDDC_Specific,22,migrated_ACL-OUTSIDE-V1_26,ALLOW,"10.20.30.42","172.17.100.190","TCP/5672"
SDDC_Specific,23,migrated_ACL-OUTSIDE-V1_27,DROP,"10.20.40.22","0.0.0.0/0","ANY"
SDDC_Specific,24,migrated_ACL-OUTSIDE-V1_28,ALLOW,"10.10.0.0/16
10.132.0.0/16
10.20.0.0/16
10.79.0.0/16
192.168.1.0/24
10.79.0.0/16
10.65.10.0/24
10.78.0.0/16","172.17.122.0/24
172.17.211.0/24
172.17.200.0/24
10.30.0.0/16
172.17.105.0/24
172.17.110.0/24
172.17.150.0/24
172.17.123.0/24
172.17.111.0/24
10.130.0.0/16
172.17.112.0/24
172.17.100.0/24","ANY"
SDDC_Specific,25,migrated_ACL-OUTSIDE-V1_29,ALLOW,"10.30.203.128/25","172.17.122.0/24
172.17.100.32
172.17.100.225
172.17.100.120
172.17.105.44
172.17.100.7
172.17.100.120
172.17.100.205","TCP/80
TCP/443"
SDDC_Specific,26,migrated_ACL-OUTSIDE-V1_33,ALLOW,"10.30.202.0/24","172.21.0.0/16
10.1.0.0/16","ANY"
SDDC_Specific,27,migrated_ACL-OUTSIDE-V1_34,ALLOW,"10.30.200.0/22
10.130.200.0/23","172.17.200.38","ANY"
SDDC_Specific,28,migrated_ACL-OUTSIDE-V1_36,ALLOW,"10.30.200.0/24
10.30.201.0/24
10.130.200.0/23
10.30.202.0/24","172.17.122.0/24
10.40.60.0/24
10.40.10.0/24
10.40.70.0/24
172.17.105.0/24
172.21.0.0/16
172.17.110.0/24
172.17.121.0/24
172.17.150.0/24
10.30.205.41
172.17.125.0/24
10.110.0.0/16
172.17.124.0/24
172.17.160.25
172.17.160.30
172.17.123.0/24
172.17.111.0/24
10.30.12.0/24
10.120.251.0/24
172.18.36.0/25
172.17.112.0/24
10.40.60.5
172.17.200.10
10.40.60.6
172.17.200.5
172.17.36.0/25
172.17.100.0/24
10.1.0.0/16","ANY"
SDDC_Specific,29,migrated_ACL-OUTSIDE-V1_39,ALLOW,"10.30.202.0/24","172.17.122.0/24
10.40.0.0/16
172.17.211.0/24
172.17.121.0/24
172.17.150.0/24
172.17.200.0/24
172.17.195.0/24
10.30.205.41
172.17.100.0/24
172.17.112.0/24
172.17.125.0/24
172.17.124.0/24
10.30.50.0/24
10.65.10.5
172.17.123.0/24
172.17.162.0/24
172.17.160.0/24
172.17.161.0/24
172.17.101.0/24
172.17.190.0/24
172.17.110.0/24
172.17.105.0/24
172.17.111.0/24","ANY"
SDDC_Specific,30,migrated_ACL-OUTSIDE-V1_40,ALLOW,"10.30.200.0/24
10.30.201.0/24
10.130.200.0/23
10.30.202.0/24","10.10.0.0/16
10.132.0.0/16
10.40.0.0/16
10.20.0.0/16
192.168.1.0/24
10.79.0.0/16
172.17.190.0/24
10.65.10.0/24
10.78.0.0/16","ANY"
SDDC_Specific,31,migrated_ACL-OUTSIDE-V1_41,ALLOW,"10.30.200.0/24
10.30.201.0/24
10.130.200.0/23
10.30.203.128/25
10.30.202.0/24","62.23.133.192/26
104.28.30.172
109.205.93.221
94.125.56.0/24
205.251.219.0/24
141.138.130.27
34.246.36.220
38.117.86.214
104.16.110.49
79.124.5.196
52.208.54.237
193.235.36.0/22
104.18.71.224
52.214.179.111
104.16.109.49
52.84.0.0/15
13.224.0.0/14
13.94.152.89
54.246.163.208
194.145.235.78
13.224.103.0/24
195.81.148.0/26
95.131.191.1
74.112.64.0/21
13.35.43.0/24
199.233.203.134
199.233.202.134
115.112.80.108
104.28.31.172
45.60.34.96
95.131.190.1
41.223.120.41
12.7.208.0/24
217.168.165.128/26
52.50.55.93
54.171.89.102
195.149.154.0/26
91.216.154.0/24
37.187.182.8
63.33.177.160
63.33.21.40
13.95.12.230
85.222.128.0/19
136.146.0.0/15
96.43.144.0/20
185.79.140.0/22
204.14.232.0/21
52.211.5.199
213.187.248.33
213.41.63.230
78.110.27.0/24
104.27.178.109
104.27.179.109
88.81.158.0/25
13.81.217.6
52.48.0.0/14
52.31.117.254
52.208.0.0/13
54.229.0.0/16
52.16.0.0/15
52.212.113.45
52.30.161.38
34.251.72.221
54.170.0.0/15
35.176.0.0/15
34.248.0.0/13
62.244.190.92
172.67.181.143
217.168.170.102
40.118.62.0","ANY"
SDDC_Specific,32,migrated_ACL-OUTSIDE-V1_42,ALLOW,"10.30.202.0/24
10.40.202.0/24","10.30.195.0/24
10.30.200.0/22
10.130.200.0/23","ANY"
