hostname,name,type,seq number,remark,action,src_service_obj,src_service_obj_grp,protocol,src_host,src_network_obj,src_network_obj_grp,src_network,dest_host,dest_network_obj,dest_network_obj_grp,dest_network,dest_port,dest_port_obj_grp,dest_port_range,logging_level,logging_interval,status
uk-sc1-fw01-sec,internal-vrf_access_in,extended,16,CHG0065642, CHG0089931, CHG0092047, CHG0092666, CHG0093640, CHG0096830, CHG0097522, CHG0100390,,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,17,CHG0104868, CHG0105337, CHG0106532, CHG0106972, CHG0108637, CHG0113574,RITM0091779,TASK0175697,,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,18,TASK0177655,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,19,,permit,,,tcp,,,DM_INLINE_NETWORK_201,,,sc1wnprndb81,,,,DM_INLINE_TCP_80,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,20,CHG0065642, PCI-Q4-2017, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,21,,permit,,,tcp,,,DM_INLINE_NETWORK_202,,,sc1uxprndb84,,,5432,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,22,CHG0065642, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,23,,permit,,,tcp,,,DM_INLINE_NETWORK_203,,,,DM_INLINE_NETWORK_194,,50312,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,24,CHG0065642,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,25,,permit,,,tcp,,,DM_INLINE_NETWORK_189,,,,talend,,ssh,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,26,CHG0065642, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,27,,permit,,,tcp,,,DM_INLINE_NETWORK_190,,,,neolane,,ssh,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,28,CHG0065642, PCI-Q4-2017, PCI Q4 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,29,,permit,,,tcp,,,DM_INLINE_NETWORK_191,,,,Tableau-admin,,3389,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,30,CHG0129990,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,31,,permit,,,tcp,,,grp-sdp-user-access,,,sc1wnprnap87,,,ssh,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,32,CHG0131075, CHG0136900,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,33,,permit,,,tcp,,,sdp-Intergation-access,,,sc1wnprnap024.mgmt.prod.williamhill.plc,,,3389,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,34,CHG0065642,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,35,,permit,,,tcp,,,DM_INLINE_NETWORK_193,,,,UK-DR-IN-AN,,3389,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,36,CHG0065642, PCI Q4 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,37,,permit,,,tcp,,,DM_INLINE_NETWORK_197,,,,sas-prod-crm-analytics,,ssh,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,38,CHG0065642, CHG0078738,CHG0118447,CHG0118139, RITM0100229,TASK0192509,TASK0195603,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,39,,permit,,,tcp,,,DM_INLINE_NETWORK_206,,,sc1wnprndb002,,,,sas-admin-ports,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,40,CHG0065642, CHG0086510, CHG0086808, CHG0113948, TASK0225279,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,41,CHG0065642, CHG0086510, CHG0086808, CHG0113948, TASK0225279,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,42,,permit,,,tcp,,,DM_INLINE_NETWORK_235,,,sc1wnprndb002,,,,DM_INLINE_TCP_71,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,43,,permit,,,tcp,,,DM_INLINE_NETWORK_235,,,sc1wnprndb002,,,1433,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,44,CHG0112916, CHG0112277, CHG0112268  CHG0113350,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,45,,permit,,,tcp,,,grp-trading-r-and-d,,,sc1wnprndb002,,,,DM_INLINE_TCP_69,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,46,CHG0134318, CHG0134516, CHG0135124, CHG0135513, TASK0224888, CHG0136186,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,47,,permit,,,tcp,,,malta-bi-users,,,sc1wnprndb002,,,,DM_INLINE_TCP_4,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,48,RITM0121892,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,49,,permit,,,tcp,,LSJ-AnthonyKowaliw,,,,sc1wnprndb002,,,,DM_INLINE_TCP_32,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,50,CHG0134318, CHG0134516, CHG0135124, CHG0135513, TASK0224888,CHG0136186,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,51,CHG0134318, CHG0134516, CHG0135124, CHG0135513, TASK0224888,CHG0136186, RITM0123628,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,52,,permit,,,tcp,,,malta-bi-users,,,sc1wnprnmg020,,,3389,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,53,CHG0084743, Q2-2017, PCI-Q4-2017,PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,54,,permit,,,tcp,,,grp-trading-incident-analysts,,,,grp-gtp-feed-map-csv-import,,ssh,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,55,CHG0023206, CHG0021275, CHG0071526,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,56,,permit,,,tcp,,,Orbis,,,,DM_INLINE_NETWORK_37,,ssh,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,57,CHG0020745, CHG0022637, CHG0023364, CHG0023821,CHG0023444, CHG0024131,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,58,Q2-2017, PCI-Q4-2017,PCI Q2 2018,PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,59,,permit,,,tcp,,,DM_INLINE_NETWORK_34,,,,SCC-TA-DB,,,DM_INLINE_TCP_24,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,60,PCI-Q4-2017,CHG0117922,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,61,,permit,,,tcp,,,DM_INLINE_NETWORK_30,,,,SCC-TA-DB,,,DM_INLINE_TCP_9,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,62,CHG0076619, CHG0077863,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,63,,permit,,,tcp,,,grp-ta-gsh-testers,,,,grp-scc-ta-db-2,,,DM_INLINE_TCP_85,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,64,CHG0020745,CHG0021323, PCI-Q4-2017,PCI Q2 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,65,,permit,,,tcp,,,grp-pr-c-xen-SessionHost-XA65,,,SC1WNPRGDB03,,,1433,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,66,CHG0074491,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,67,,permit,,,tcp,,scc-pr-citrix-vlan,,,,sc1-wn-prg-db01,,,51083,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,68,CHG0020368, PCI-Q4-2017, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,69,,permit,,DM_INLINE_SERVICE_7,,,sc1wnpremg10,,,,sc1-wn-prg-db01,,,,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,70,CHG0020368, CHG0021040,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,71,,permit,,nms,,,,grp-pr-c-nms-mgmt,,,,RFC-1918,,,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,72,CHG0035636,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,73,,permit,,,udp,,,sc1-networkmonitoring,,,,DM_INLINE_NETWORK_31,,snmp,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,74,,permit,,DM_INLINE_SERVICE_35,,,uk-sc1-netbrain01,,,,edge-mgmt-network-27,,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,75,CHG0018415,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,76,,permit,,DM_INLINE_SERVICE_9,,,,DM_INLINE_NETWORK_2,,,,grp-pr-n-mgmt-vlans,,,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,77,CHG0078384, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,78,,permit,,,tcp,,,grp-spin-mgt-src,,,,grp-scc-gtp-mgt,,ssh,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,79,CHG0018415, PCI-Q4-2017, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,80,,permit,,grp-pr-n-altris-access-ports,,,,grp-pr-n-altris-notification-servers,,,,grp-pr-n-mgmt-vlans,,,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,81,CHG0018415,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,82,,permit,,SCC-KMS-PORTS,,,uk-scc-wsus,,,,,grp-pr-n-mgmt-vlans,,,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,83,CHG0018190, CHG0040247,CHG0040856,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,84,,permit,,DM_INLINE_SERVICE_6,,,,DM_INLINE_NETWORK_12,,,sc1-wn-prg-db01,,,,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,85,CHG0018398,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,86,CHG0017824, CHG0018398,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,87,,permit,,,tcp,,,grp-pr-n-ad-dc,,,,grp-pr-n-mgmt-vlans,,,DM_INLINE_TCP_5,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,88,CHG0018025, CHG0018415, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,89,,permit,,,tcp,,,grp-pr-n-trendav-servers,,,,grp-pr-n-mgmt-vlans,,30231,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,90,CHG0019830, CHG0020211, CHG0022219, CHG0022372, CHG0026654,CHG0085414,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,91,,permit,,,tcp,,,SCC-MONI-SERVERS,,,,DM_INLINE_NETWORK_119,,,DM_INLINE_TCP_23,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,92,CHG0012357, CHG0024220, CHG0015230,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,93,,permit,,,udp,,,DM_INLINE_NETWORK_107,,,edge-mgmt-network-27,,,,DM_INLINE_UDP_1,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,94,Q2-2017, PCI-Q4-2017, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,95,,permit,,,tcp,,,DM_INLINE_NETWORK_5,,,server-ilo-network-24,,,,DM_INLINE_TCP_1,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,96,CHG0017758, CHG0036853,CHG0036855, CHG0036892, CHG0058264,,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,97,CHG0058588, CHG0060471, CHG0115369,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,98,,permit,,DM_INLINE_SERVICE_20,,,,DM_INLINE_NETWORK_7,,,,DM_INLINE_NETWORK_6,,,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,99,CHG0106968, PCI-Q4-2017,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,100,,permit,,,tcp,,,EUC-TEAM.,,,SC1WNPRGDB01a,,,3389,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,101,CHG0012357, CHG0084117,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,102,,permit,,,tcp,,,DM_INLINE_NETWORK_1,,,edge-mgmt-network-27,,,ssh,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,103,CHG0061767, Q2-2017, PCI-Q4-2017, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,104,,permit,,,tcp,,WHO-CezaryGajdzinski,,,,,grp-wdc-backend-srv,,ssh,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,105,CHG0062768, CHG0064426, Q2-2017, PCI-Q4-2017,PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,106,,permit,,,tcp,,,gib_developers,,,,grp-wdc-backend-srv,,ssh,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,107,CHG0138643,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,108,,permit,,svc-obj-g.solarwinds,,,,grp-orion-app-srvs,,,,net-obj-g.solarwinds-destinations,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,109,PCI-Q4-2017, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,110,,permit,,Athene-SQL-Services,,,,DM_INLINE_NETWORK_233,,,SC1WNPRGDB01a,,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,111,CHG0013113, Administration to Cisco VCS, CHG0024220, CHG0113778,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,112,,permit,,DM_INLINE_SERVICE_3,,,,DM_INLINE_NETWORK_81,,,,DM_INLINE_NETWORK_80,,,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,113,CHG0013113, CHG0113778,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,114,Administration to Cisco VCS,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,115,,permit,,DM_INLINE_SERVICE_2,,,,DM_INLINE_NETWORK_3,,,,DM_INLINE_NETWORK_84,,,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,116,,permit,,,udp,,,grp-orion-app-srvs,,,jabber-uc-vcse-mgmt,,,snmp,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,117,CHG0019146,CHG0034203, CHG0019286, CHG0025524, CHG0033874, Q2-2017, PCI-Q4-2017,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,118,PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,119,,permit,,,tcp,,LCW-SteveMoyes,,,,,LCW-SteveMoyes-Access-SSH,,,DM_INLINE_TCP_73,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,120,CHG0027016, CHG0039760, CHG0051252, CHG0052485, CHG0052431,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,121,CHG0077635 - SMH do not disable,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,122,,permit,,,tcp,,,FastStatsUsers,,10.120.149.24,,,,,DM_INLINE_TCP_53,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,123,CHG0075512,CHG0076346, CHG0076483, Q2-2017,PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,124,,permit,,,tcp,,,whapi-gateway-access,,,,whapi-gateway-servers,,,whapi-access-ports,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,125,CHG0020353,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,126,,permit,,DM_INLINE_SERVICE_4,,,,DM_INLINE_NETWORK_29,,,sc1apprnwb91,,,,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,127,CHG0020675, CHG0027079, CHG0076434, CHG0097943,CHG0116922,CHG0126849,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,128,,permit,,,tcp,,,DM_INLINE_NETWORK_121,,,sc1uxprnap70,,,ssh,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,129,CHG0077536 - IRS do not disable,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,130,,permit,,HP-IRS-Ports,,,,HP-IRS-Server,,,,HP-SMH-Management-NONCDE,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,131,CHG0077635 - SMH do not disable,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,132,,permit,,HP-SMH-Management-Ports,,,,SMH-Access,,,,HP-SMH-Management-NONCDE,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,133,CHG0021037, PCI-Q4-2017, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,134,,permit,,,tcp,,,NimsoftMangement,,,sc1-wn-prg-db01,,,2559,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,135,PCI-Q4-2017, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,136,,permit,,,tcp,,BRS-NMS-MAN,,,10.120.149.225,,,,6543,,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,137,CHG0029621, CHG0040213, CHG0061595, PCI-Q4-2017,PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,138,,permit,,,tcp,,BRS-NMS-MAN,,,,,DM_INLINE_NETWORK_72,,sqlnet,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,139,CHG0040213, PCI-Q4-2017, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,140,,permit,,,tcp,,BRS-NMS-MAN,,,,,DM_INLINE_NETWORK_210,,1433,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,141,CHG0040213, PCI-Q4-2017, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,142,,permit,,,tcp,,BRS-NMS-MAN,,,,sc1-wn-prg-db01,,,,DM_INLINE_TCP_34,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,143,CHG0023364, CHG0023821, CHG0023948, CHG0024220, PCI-Q4-2017,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,144,PCI Q4 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,145,,permit,,,tcp,,,DM_INLINE_NETWORK_102,,,webscreen-mgmt-network-27,,,,DM_INLINE_TCP_39,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,146,PCI-Q4-2017, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,147,,permit,,,tcp,,BRS-NMS-MAN,,,10.120.149.227,,,,,DM_INLINE_TCP_18,,notifications,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,148,CHG0026164, CHG0031062, PCI-Q4-2017,PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,149,,permit,,,tcp,,,DM_INLINE_NETWORK_140,,,sc1uxprgdb05,,,,DM_INLINE_TCP_50,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,150,,permit,,DM_INLINE_SERVICE_28,,,,grp-orion-app-srvs,,,sc1-wn-prg-db01,,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,151,CHG0042180, CHG0075766, CHG0112589, CHG0120008,TASK0192714,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,152,,permit,,,tcp,,,DM_INLINE_NETWORK_111,,,SC1UXPRNWB51,,,ssh,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,153,CHG0034224, CHG0079227,,,,,,,,,,,,,,,,,,
