hostname,acl-name,acl-type,seq number,action,protocol,source,destination,ports
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,290,permit,tcp,10.1.228.0 0.0.0.255,215.36.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,300,permit,tcp,10.1.228.0 0.0.0.255,215.36.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,310,permit,tcp,10.1.228.0 0.0.0.255,216.36.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,320,permit,tcp,10.1.228.0 0.0.0.255,216.36.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,330,permit,tcp,10.1.228.0 0.0.0.255,211.43.0 0.0.0.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,340,permit,tcp,10.1.228.0 0.0.0.255,211.43.0 0.0.0.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,350,permit,tcp,10.1.228.0 0.0.0.255,212.43.0 0.0.0.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,360,permit,tcp,10.1.228.0 0.0.0.255,212.43.0 0.0.0.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,370,permit,tcp,10.1.228.0 0.0.0.255,213.43.0 0.0.0.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,380,permit,tcp,10.1.228.0 0.0.0.255,213.43.0 0.0.0.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,390,permit,tcp,10.1.228.0 0.0.0.255,214.43.0 0.0.0.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,400,permit,tcp,10.1.228.0 0.0.0.255,214.43.0 0.0.0.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,410,permit,tcp,10.1.228.0 0.0.0.255,215.43.0 0.0.0.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,420,permit,tcp,10.1.228.0 0.0.0.255,215.43.0 0.0.0.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,430,permit,tcp,10.1.228.0 0.0.0.255,216.43.0 0.0.0.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,440,permit,tcp,10.1.228.0 0.0.0.255,216.43.0 0.0.0.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,450,permit,tcp,10.1.228.0 0.0.0.255,211.66.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,460,permit,tcp,10.1.228.0 0.0.0.255,211.66.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,470,permit,tcp,10.1.228.0 0.0.0.255,212.66.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,480,permit,tcp,10.1.228.0 0.0.0.255,212.66.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,490,permit,tcp,10.1.228.0 0.0.0.255,213.66.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,500,permit,tcp,10.1.228.0 0.0.0.255,213.66.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,510,permit,tcp,10.1.228.0 0.0.0.255,214.66.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,520,permit,tcp,10.1.228.0 0.0.0.255,214.66.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,530,permit,tcp,10.1.228.0 0.0.0.255,215.66.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,540,permit,tcp,10.1.228.0 0.0.0.255,215.66.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,550,permit,tcp,10.1.228.0 0.0.0.255,216.66.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,560,permit,tcp,10.1.228.0 0.0.0.255,216.66.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,570,permit,tcp,10.1.228.0 0.0.0.255,1.216.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,580,permit,tcp,10.1.228.0 0.0.0.255,1.216.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,590,permit,tcp,10.1.228.0 0.0.0.255,2.216.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,600,permit,tcp,10.1.228.0 0.0.0.255,2.216.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,610,permit,tcp,10.1.228.0 0.0.0.255,3.216.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,620,permit,tcp,10.1.228.0 0.0.0.255,3.216.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,630,permit,tcp,10.1.228.0 0.0.0.255,4.216.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,640,permit,tcp,10.1.228.0 0.0.0.255,4.216.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,650,permit,tcp,10.1.228.0 0.0.0.255,5.216.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,660,permit,tcp,10.1.228.0 0.0.0.255,5.216.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,670,permit,tcp,10.1.228.0 0.0.0.255,6.216.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,680,permit,tcp,10.1.228.0 0.0.0.255,6.216.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,690,permit,tcp,10.1.228.0 0.0.1.255,0.200.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,700,permit,tcp,10.1.228.0 0.0.1.255,0.200.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,710,permit,tcp,10.1.228.0 0.0.1.255,0.200.0 0.0.1.255,8080
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,720,permit,tcp,10.1.228.0 0.0.1.255,0.200.0 0.0.1.255,7072
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,730,permit,tcp,10.1.228.0 0.0.1.255,0.200.0 0.0.1.255,22
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,740,permit,tcp,10.1.228.0 0.0.0.255,host 212.36.187.235,45454
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,750,permit,tcp,10.1.228.0 0.0.0.255,host 212.36.187.239,45454
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,760,permit,tcp,10.1.228.0 0.0.0.255,host 212.36.187.241,45454
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,770,permit,tcp,10.1.228.0 0.0.0.255,220.43.0 0.0.0.255,www
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,780,permit,tcp,10.1.228.0 0.0.0.255,220.43.0 0.0.0.255,443
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,790,permit,tcp,10.1.228.0 0.0.0.255,220.43.0 0.0.0.255,8080
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,800,deny,ip,10.1.228.0 0.0.0.255,168.0.0 0.0.255.255,
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,810,deny,ip,10.1.228.0 0.0.0.255,2.16.0.0 0.15.255.255,
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,820,deny,ip,10.1.228.0 0.0.0.255,0.0.0.0 0.255.255.255,
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,830,permit,tcp,10.1.228.0 0.0.0.255,any,
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,840,permit,udp,10.1.228.0 0.0.0.255,any,
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,850,permit,ip,10.1.228.0 0.0.0.255,any,
uk-cwk-cs01,FROM-CWK-TESTWIFI,Extended,860,deny,ip,any,any,
uk-cwk-cs01,FROM-CWK-WIFI,Extended,10,permit,tcp,10.1.88.0 0.0.0.255,host 1.1.1.1,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,20,permit,udp,10.1.88.0 0.0.0.255,host 10.210.193.235,domain
uk-cwk-cs01,FROM-CWK-WIFI,Extended,30,permit,udp,10.1.88.0 0.0.0.255,host 10.210.193.235,bootps
uk-cwk-cs01,FROM-CWK-WIFI,Extended,40,permit,udp,10.1.88.0 0.0.0.255,host 10.210.193.236,domain
uk-cwk-cs01,FROM-CWK-WIFI,Extended,50,permit,udp,10.1.88.0 0.0.0.255,host 10.210.193.236,bootps
uk-cwk-cs01,FROM-CWK-WIFI,Extended,60,permit,udp,10.1.88.0 0.0.0.255,host 10.120.193.235,domain
uk-cwk-cs01,FROM-CWK-WIFI,Extended,70,permit,udp,10.1.88.0 0.0.0.255,host 10.120.193.235,bootps
uk-cwk-cs01,FROM-CWK-WIFI,Extended,80,permit,udp,10.1.88.0 0.0.0.255,host 10.120.193.236,domain
uk-cwk-cs01,FROM-CWK-WIFI,Extended,90,permit,udp,10.1.88.0 0.0.0.255,host 10.120.193.236,bootps
uk-cwk-cs01,FROM-CWK-WIFI,Extended,100,permit,tcp,10.1.88.0 0.0.0.255,host 192.168.9.102,8080
uk-cwk-cs01,FROM-CWK-WIFI,Extended,110,permit,udp,10.1.88.0 0.0.0.255,host 192.168.9.102,isakmp
uk-cwk-cs01,FROM-CWK-WIFI,Extended,120,permit,udp,10.1.88.0 0.0.0.255,host 192.168.9.102,non500-isakmp
uk-cwk-cs01,FROM-CWK-WIFI,Extended,130,permit,ip,10.1.88.0 0.0.0.255,host 141.138.129.40,
uk-cwk-cs01,FROM-CWK-WIFI,Extended,140,permit,ip,10.1.88.0 0.0.0.255,host 95.131.184.37,
uk-cwk-cs01,FROM-CWK-WIFI,Extended,150,permit,ip,10.1.88.0 0.0.0.255,122.0.0 0.0.255.255,
uk-cwk-cs01,FROM-CWK-WIFI,Extended,160,permit,tcp,10.1.88.0 0.0.0.255,0.1.28.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,170,permit,tcp,10.1.88.0 0.0.0.255,0.1.28.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,180,permit,tcp,10.1.88.0 0.0.0.255,211.36.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,190,permit,tcp,10.1.88.0 0.0.0.255,211.36.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,200,permit,tcp,10.1.88.0 0.0.0.255,212.36.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,210,permit,tcp,10.1.88.0 0.0.0.255,212.36.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,220,permit,tcp,10.1.88.0 0.0.0.255,213.36.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,230,permit,tcp,10.1.88.0 0.0.0.255,213.36.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,240,permit,tcp,10.1.88.0 0.0.0.255,214.36.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,250,permit,tcp,10.1.88.0 0.0.0.255,214.36.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,260,permit,tcp,10.1.88.0 0.0.0.255,215.36.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,270,permit,tcp,10.1.88.0 0.0.0.255,215.36.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,280,permit,tcp,10.1.88.0 0.0.0.255,216.36.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,290,permit,tcp,10.1.88.0 0.0.0.255,216.36.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,300,permit,tcp,10.1.88.0 0.0.0.255,211.43.0 0.0.0.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,310,permit,tcp,10.1.88.0 0.0.0.255,211.43.0 0.0.0.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,320,permit,tcp,10.1.88.0 0.0.0.255,212.43.0 0.0.0.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,330,permit,tcp,10.1.88.0 0.0.0.255,212.43.0 0.0.0.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,340,permit,tcp,10.1.88.0 0.0.0.255,213.43.0 0.0.0.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,350,permit,tcp,10.1.88.0 0.0.0.255,213.43.0 0.0.0.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,360,permit,tcp,10.1.88.0 0.0.0.255,214.43.0 0.0.0.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,370,permit,tcp,10.1.88.0 0.0.0.255,214.43.0 0.0.0.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,380,permit,tcp,10.1.88.0 0.0.0.255,215.43.0 0.0.0.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,390,permit,tcp,10.1.88.0 0.0.0.255,215.43.0 0.0.0.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,400,permit,tcp,10.1.88.0 0.0.0.255,216.43.0 0.0.0.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,410,permit,tcp,10.1.88.0 0.0.0.255,216.43.0 0.0.0.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,420,permit,tcp,10.1.88.0 0.0.0.255,211.66.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,430,permit,tcp,10.1.88.0 0.0.0.255,211.66.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,440,permit,tcp,10.1.88.0 0.0.0.255,212.66.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,450,permit,tcp,10.1.88.0 0.0.0.255,212.66.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,460,permit,tcp,10.1.88.0 0.0.0.255,213.66.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,470,permit,tcp,10.1.88.0 0.0.0.255,213.66.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,480,permit,tcp,10.1.88.0 0.0.0.255,214.66.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,490,permit,tcp,10.1.88.0 0.0.0.255,214.66.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,500,permit,tcp,10.1.88.0 0.0.0.255,215.66.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,510,permit,tcp,10.1.88.0 0.0.0.255,215.66.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,520,permit,tcp,10.1.88.0 0.0.0.255,216.66.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,530,permit,tcp,10.1.88.0 0.0.0.255,216.66.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,540,permit,tcp,10.1.88.0 0.0.0.255,1.216.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,550,permit,tcp,10.1.88.0 0.0.0.255,1.216.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,560,permit,tcp,10.1.88.0 0.0.0.255,2.216.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,570,permit,tcp,10.1.88.0 0.0.0.255,2.216.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,580,permit,tcp,10.1.88.0 0.0.0.255,3.216.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,590,permit,tcp,10.1.88.0 0.0.0.255,3.216.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,600,permit,tcp,10.1.88.0 0.0.0.255,4.216.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,610,permit,tcp,10.1.88.0 0.0.0.255,4.216.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,620,permit,tcp,10.1.88.0 0.0.0.255,5.216.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,630,permit,tcp,10.1.88.0 0.0.0.255,5.216.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,640,permit,tcp,10.1.88.0 0.0.0.255,6.216.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,650,permit,tcp,10.1.88.0 0.0.0.255,6.216.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,660,permit,tcp,10.1.88.0 0.0.1.255,0.200.0 0.0.1.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,670,permit,tcp,10.1.88.0 0.0.1.255,0.200.0 0.0.1.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,680,permit,tcp,10.1.88.0 0.0.1.255,0.200.0 0.0.1.255,8080
uk-cwk-cs01,FROM-CWK-WIFI,Extended,690,permit,tcp,10.1.88.0 0.0.1.255,0.200.0 0.0.1.255,7072
uk-cwk-cs01,FROM-CWK-WIFI,Extended,700,permit,tcp,10.1.88.0 0.0.1.255,0.200.0 0.0.1.255,22
uk-cwk-cs01,FROM-CWK-WIFI,Extended,710,permit,tcp,10.1.88.0 0.0.0.255,host 212.36.187.235,45454
uk-cwk-cs01,FROM-CWK-WIFI,Extended,720,permit,tcp,10.1.88.0 0.0.0.255,host 212.36.187.239,45454
uk-cwk-cs01,FROM-CWK-WIFI,Extended,730,permit,tcp,10.1.88.0 0.0.0.255,host 212.36.187.241,45454
uk-cwk-cs01,FROM-CWK-WIFI,Extended,740,permit,tcp,10.1.88.0 0.0.0.255,220.43.0 0.0.0.255,www
uk-cwk-cs01,FROM-CWK-WIFI,Extended,750,permit,tcp,10.1.88.0 0.0.0.255,220.43.0 0.0.0.255,443
uk-cwk-cs01,FROM-CWK-WIFI,Extended,760,permit,tcp,10.1.88.0 0.0.0.255,220.43.0 0.0.0.255,8080
uk-cwk-cs01,FROM-CWK-WIFI,Extended,770,deny,ip,10.1.88.0 0.0.0.255,168.0.0 0.0.255.255,
uk-cwk-cs01,FROM-CWK-WIFI,Extended,780,deny,ip,10.1.88.0 0.0.0.255,2.16.0.0 0.15.255.255,
uk-cwk-cs01,FROM-CWK-WIFI,Extended,790,deny,ip,10.1.88.0 0.0.0.255,0.0.0.0 0.255.255.255,
uk-cwk-cs01,FROM-CWK-WIFI,Extended,800,permit,tcp,10.1.88.0 0.0.0.255,any,
uk-cwk-cs01,FROM-CWK-WIFI,Extended,810,permit,udp,10.1.88.0 0.0.0.255,any,
uk-cwk-cs01,FROM-CWK-WIFI,Extended,820,permit,ip,10.1.88.0 0.0.0.255,any,
uk-cwk-cs01,VSL-BFD,Extended,10,permit,udp,any,any,3784
uk-cwk-cs01,VSL-DHCP-CLIENT-TO-SERVER,Extended,10,permit,udp,any,any,bootps
uk-cwk-cs01,VSL-DHCP-SERVER-TO-CLIENT,Extended,10,permit,udp,any,any,bootpc
uk-cwk-cs01,VSL-DHCP-SERVER-TO-SERVER,Extended,10,permit,udp,any,any,bootps
uk-cwk-cs01,VSL-IPV4-ROUTING,Extended,10,permit,ip,any,4.0.0.0 0.0.0.255,
uk-cwk-cs01,acl-wifi-test,Extended,10,permit,udp,any,host 10.1.34.10,domain
uk-cwk-cs01,acl-wifi-test,Extended,20,permit,udp,any,host 10.64.72.10,domain
uk-cwk-cs01,acl-wifi-test,Extended,30,permit,udp,host 10.1.103.10,host 10.1.34.10,bootps
uk-cwk-cs01,acl-wifi-test,Extended,40,permit,udp,host 10.1.103.10,host 10.64.72.10,bootps
uk-cwk-cs01,acl-wifi-test,Extended,50,permit,ip,any,host 10.1.28.22,
uk-cwk-cs01,acl-wifi-test,Extended,60,permit,icmp,any,host 10.1.28.22,
uk-cwk-cs01,acl-wifi-test,Extended,70,deny,ip,any,any,
uk-cwk-cs01,acl-wifi-testing,Extended,10,permit,udp,any,host 10.1.34.10,domain
uk-cwk-cs01,acl-wifi-testing,Extended,20,permit,udp,any,host 10.64.72.10,domain
uk-cwk-cs01,acl-wifi-testing,Extended,30,permit,udp,host 10.1.103.10,host 10.1.34.10,bootps
uk-cwk-cs01,acl-wifi-testing,Extended,40,permit,udp,host 10.1.103.10,host 10.64.72.10,bootps
uk-cwk-cs01,acl-wifi-testing,Extended,50,permit,ip,any,host 10.1.28.22,
uk-cwk-cs01,acl-wifi-testing,Extended,60,permit,icmp,any,host 10.1.28.22,
uk-cwk-cs01,acl-wifi-testing,Extended,70,deny,ip,any,any,
uk-cwk-cs01,1,Standard,10,permit,,10.120.163.210,,,
uk-cwk-cs01,1,Standard,20,permit,,10.1.74.66,,,
uk-cwk-cs01,1,Standard,30,permit,,10.112.12.126,,,
uk-cwk-cs01,1,Standard,40,permit,,10.112.12.125,,,
uk-cwk-cs01,1,Standard,50,permit,,10.180.163.18,,,
uk-cwk-cs01,1,Standard,60,permit,,10.120.163.151,,,
uk-cwk-cs01,1,Standard,70,permit,,10.210.163.60,,,
uk-cwk-cs01,1,Standard,80,permit,,10.120.163.152,,,
uk-cwk-cs01,1,Standard,90,permit,,10.1.74.29,,,
uk-cwk-cs01,1,Standard,100,permit,,10.120.163.143,,,
uk-cwk-cs01,1,Standard,110,permit,,10.120.163.142,,,
uk-cwk-cs01,1,Standard,120,permit,,10.112.13.17,,,
uk-cwk-cs01,1,Standard,130,permit,,10.1.74.48,,,
uk-cwk-cs01,1,Standard,140,permit,,10.1.74.57,,,
uk-cwk-cs01,1,Standard,150,permit,,10.1.74.61,,,
uk-cwk-cs01,1,Standard,160,permit,,10.120.163.123,,,
uk-cwk-cs01,1,Standard,170,permit,,10.120.163.122,,,
uk-cwk-cs01,1,Standard,180,permit,,10.120.195.31,,,
uk-cwk-cs01,1,Standard,190,permit,,10.120.143.70,,,
uk-cwk-cs01,1,Standard,200,permit,,10.1.74.128,,,
uk-cwk-cs01,1,Standard,210,permit,,10.180.142.230,,,
uk-cwk-cs01,1,Standard,220,permit,,10.112.12.144,,,
uk-cwk-cs01,1,Standard,230,permit,,10.120.163.37,,,
uk-cwk-cs01,1,Standard,240,permit,,10.112.12.142,,,
uk-cwk-cs01,1,Standard,250,permit,,10.112.12.143,,,
