hostname,acl-name,acl-type,seq number,action,protocol,source,destination,ports
gib-vcore1,GROUP-LIMIT-STATIC,Standard,330,deny,,10.1.0.0 0.0.3.255,,,
gib-vcore1,GROUP-LIMIT-STATIC,Standard,335,deny,,10.42.0.0 0.0.255.255,,,
gib-vcore1,GROUP-LIMIT-STATIC,Standard,340,permit,,any,,,
gib-vcore1,solarwinds-new,Standard,10,permit,,10.112.12.126,,,
gib-vcore1,solarwinds-new,Standard,20,permit,,10.112.12.125,,,
gib-vcore1,solarwinds-new,Standard,30,permit,,10.120.163.143,,,
gib-vcore1,solarwinds-new,Standard,40,permit,,10.120.163.142,,,
gib-vcore1,solarwinds-new,Standard,50,permit,,10.120.163.123,,,
gib-vcore1,solarwinds-new,Standard,60,permit,,10.120.163.122,,,
gib-vcore1,solarwinds-new,Standard,70,permit,,10.112.12.144,,,
gib-vcore1,solarwinds-new,Standard,80,permit,,10.112.12.142,,,
gib-vcore1,solarwinds-new,Standard,90,permit,,10.112.12.143,,,
gib-vcore1,solarwinds-new,Standard,100,deny,,any log,,,
gib-vcore1,acl-corp-data-in,Extended,10,permit,ip,any,host 95.131.184.39,
gib-vcore1,acl-corp-data-in,Extended,20,permit,ip,any,host 95.131.184.40,
gib-vcore1,acl-corp-data-in,Extended,30,permit,ip,any,host 95.131.184.41,
gib-vcore1,acl-corp-data-in,Extended,40,permit,ip,any,1.184.96 0.0.0.15,
gib-vcore1,acl-corp-data-out,Extended,10,permit,ip,host 95.131.184.39,any,
gib-vcore1,acl-corp-data-out,Extended,20,permit,ip,host 95.131.184.40,any,
gib-vcore1,acl-corp-data-out,Extended,30,permit,ip,host 95.131.184.41,any,
gib-vcore1,acl-corp-data-out,Extended,40,permit,ip,95.131.184.96 0.0.0.15,any,
gib-vcore1,acl-corp-voice-in,Extended,10,permit,ip,any,host 95.131.184.97,
gib-vcore1,acl-corp-voice-in,Extended,20,permit,ip,any,host 95.131.184.98,
gib-vcore1,acl-corp-voice-out,Extended,10,permit,ip,host 95.131.184.97,any,
gib-vcore1,acl-corp-voice-out,Extended,20,permit,ip,host 95.131.184.98,any,
gib-vcore1,acl-darktrace-mgmt-in,Extended,5,permit,ip,host 10.180.25.172,0.25.168 0.0.0.7,
gib-vcore1,acl-darktrace-mgmt-in,Extended,6,permit,ip,host 10.180.25.172,host 10.180.163.74,
gib-vcore1,acl-darktrace-mgmt-in,Extended,7,permit,udp,host 10.180.25.172,host 10.180.193.235,ntp
gib-vcore1,acl-darktrace-mgmt-in,Extended,8,permit,udp,host 10.180.25.172,host 10.180.193.236,ntp
gib-vcore1,acl-darktrace-mgmt-in,Extended,10,deny,ip,host 10.180.25.172,180.0.0 0.0.255.255,
gib-vcore1,acl-darktrace-mgmt-in,Extended,20,permit,ip,any,any,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,www
gib-vcore1,acl-edge-in-108,Extended,,,,,,443
gib-vcore1,acl-edge-in-108,Extended,40,permit,tcp,any,host 95.131.186.7,843
gib-vcore1,acl-edge-in-108,Extended,50,permit,tcp,any,host 95.131.186.7,2156
gib-vcore1,acl-edge-in-108,Extended,60,permit,esp,any,host 95.131.184.37,
gib-vcore1,acl-edge-in-108,Extended,70,permit,udp,any,host 95.131.184.37,isakmp
gib-vcore1,acl-edge-in-108,Extended,80,permit,udp,any,host 95.131.184.37,non500-isakmp
gib-vcore1,acl-edge-in-108,Extended,90,permit,tcp,any,host 95.131.184.37,8080
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,350,permit,tcp,any,1.184.0 0.0.0.63,
gib-vcore1,acl-edge-in-108,Extended,360,permit,tcp,any,1.186.0 0.0.0.63,
gib-vcore1,acl-edge-in-108,Extended,370,permit,udp,any,host 95.131.186.38,domain
gib-vcore1,acl-edge-in-108,Extended,380,permit,udp,any,host 95.131.186.39,domain
gib-vcore1,acl-edge-in-108,Extended,390,permit,tcp,any,host 95.131.184.126,www
gib-vcore1,acl-edge-in-108,Extended,400,permit,udp,any,host 95.131.184.126,domain
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,www
gib-vcore1,acl-edge-in-108,Extended,,,,,,443
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,,,,,,
gib-vcore1,acl-edge-in-108,Extended,480,deny,ip,any,any,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,www
gib-vcore1,acl-edge-in-109,Extended,,,,,,443
gib-vcore1,acl-edge-in-109,Extended,70,permit,tcp,any,host 95.131.186.7,843
gib-vcore1,acl-edge-in-109,Extended,80,permit,tcp,any,host 95.131.186.7,2156
gib-vcore1,acl-edge-in-109,Extended,90,permit,esp,any,host 95.131.184.37,
gib-vcore1,acl-edge-in-109,Extended,100,permit,udp,any,host 95.131.184.37,isakmp
gib-vcore1,acl-edge-in-109,Extended,110,permit,udp,any,host 95.131.184.37,non500-isakmp
gib-vcore1,acl-edge-in-109,Extended,120,permit,tcp,any,host 95.131.184.37,8080
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,380,permit,tcp,any,host 95.131.184.70,smtp
gib-vcore1,acl-edge-in-109,Extended,390,permit,tcp,any,host 95.131.184.71,smtp
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,420,permit,tcp,any,1.184.0 0.0.0.63,
gib-vcore1,acl-edge-in-109,Extended,430,permit,tcp,any,host 95.131.184.70,
gib-vcore1,acl-edge-in-109,Extended,440,permit,tcp,any,host 95.131.184.71,
gib-vcore1,acl-edge-in-109,Extended,450,permit,tcp,any,host 95.131.184.72,
gib-vcore1,acl-edge-in-109,Extended,460,permit,tcp,any,1.186.0 0.0.0.63,
gib-vcore1,acl-edge-in-109,Extended,470,permit,udp,any,host 95.131.186.38,domain
gib-vcore1,acl-edge-in-109,Extended,480,permit,udp,any,host 95.131.186.39,domain
gib-vcore1,acl-edge-in-109,Extended,490,permit,tcp,any,host 95.131.184.126,www
gib-vcore1,acl-edge-in-109,Extended,500,permit,udp,any,host 95.131.184.126,domain
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,www
gib-vcore1,acl-edge-in-109,Extended,,,,,,443
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,,,,,,
gib-vcore1,acl-edge-in-109,Extended,580,deny,ip,any,any,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,www
gib-vcore1,acl-edge-in-110,Extended,,,,,,443
gib-vcore1,acl-edge-in-110,Extended,70,permit,tcp,any,host 95.131.186.7,843
gib-vcore1,acl-edge-in-110,Extended,80,permit,tcp,any,host 95.131.186.7,2156
gib-vcore1,acl-edge-in-110,Extended,90,permit,esp,any,host 95.131.184.37,
gib-vcore1,acl-edge-in-110,Extended,100,permit,udp,any,host 95.131.184.37,isakmp
gib-vcore1,acl-edge-in-110,Extended,110,permit,udp,any,host 95.131.184.37,non500-isakmp
gib-vcore1,acl-edge-in-110,Extended,120,permit,tcp,any,host 95.131.184.37,8080
gib-vcore1,acl-edge-in-110,Extended,130,permit,tcp,any,host 95.131.184.70,smtp
gib-vcore1,acl-edge-in-110,Extended,140,permit,tcp,any,host 95.131.184.71,smtp
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,450,permit,tcp,any,1.184.0 0.0.0.63,
gib-vcore1,acl-edge-in-110,Extended,460,permit,tcp,any,host 95.131.184.69,
gib-vcore1,acl-edge-in-110,Extended,470,permit,tcp,any,host 95.131.184.70,
gib-vcore1,acl-edge-in-110,Extended,480,permit,tcp,any,host 95.131.184.71,
gib-vcore1,acl-edge-in-110,Extended,490,permit,tcp,any,host 95.131.184.72,
gib-vcore1,acl-edge-in-110,Extended,500,permit,tcp,any,1.186.0 0.0.0.63,
gib-vcore1,acl-edge-in-110,Extended,510,permit,udp,any,host 95.131.186.38,domain
gib-vcore1,acl-edge-in-110,Extended,520,permit,udp,any,host 95.131.186.39,domain
gib-vcore1,acl-edge-in-110,Extended,530,permit,tcp,any,host 95.131.184.126,www
gib-vcore1,acl-edge-in-110,Extended,540,permit,udp,any,host 95.131.184.126,domain
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,www
gib-vcore1,acl-edge-in-110,Extended,,,,,,443
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,,,,,,
gib-vcore1,acl-edge-in-110,Extended,620,deny,ip,any,any,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,www
gib-vcore1,acl-edge-in-111,Extended,,,,,,443
gib-vcore1,acl-edge-in-111,Extended,70,permit,tcp,any,host 95.131.186.7,843
gib-vcore1,acl-edge-in-111,Extended,80,permit,tcp,any,host 95.131.186.7,2156
gib-vcore1,acl-edge-in-111,Extended,90,permit,esp,any,host 95.131.184.37,
gib-vcore1,acl-edge-in-111,Extended,100,permit,udp,any,host 95.131.184.37,isakmp
gib-vcore1,acl-edge-in-111,Extended,110,permit,udp,any,host 95.131.184.37,non500-isakmp
gib-vcore1,acl-edge-in-111,Extended,120,permit,tcp,any,host 95.131.184.37,8080
gib-vcore1,acl-edge-in-111,Extended,130,permit,tcp,any,host 95.131.184.70,smtp
gib-vcore1,acl-edge-in-111,Extended,140,permit,tcp,any,host 95.131.184.71,smtp
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,440,permit,tcp,any,1.184.0 0.0.0.63,
gib-vcore1,acl-edge-in-111,Extended,450,permit,tcp,any,host 95.131.184.69,
gib-vcore1,acl-edge-in-111,Extended,460,permit,tcp,any,host 95.131.184.70,
gib-vcore1,acl-edge-in-111,Extended,470,permit,tcp,any,host 95.131.184.71,
gib-vcore1,acl-edge-in-111,Extended,480,permit,tcp,any,host 95.131.184.72,
gib-vcore1,acl-edge-in-111,Extended,490,permit,tcp,any,1.186.0 0.0.0.63,
gib-vcore1,acl-edge-in-111,Extended,500,permit,udp,any,host 95.131.186.38,domain
gib-vcore1,acl-edge-in-111,Extended,510,permit,udp,any,host 95.131.186.39,domain
gib-vcore1,acl-edge-in-111,Extended,520,permit,tcp,any,host 95.131.184.126,www
gib-vcore1,acl-edge-in-111,Extended,530,permit,udp,any,host 95.131.184.126,domain
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,www
gib-vcore1,acl-edge-in-111,Extended,,,,,,443
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,,,,,,
gib-vcore1,acl-edge-in-111,Extended,610,deny,ip,any,any,
gib-vcore1,acl-vlan408-in,Extended,5,permit,icmp,any,any,
gib-vcore1,acl-vlan408-in,Extended,10,permit,tcp,10.180.165.0 0.0.0.31,any established,
gib-vcore1,acl-vlan408-in,Extended,20,deny,ip,any,any,
gib-vcore1,acl-vlan408-out,Extended,5,permit,icmp,any,any,
gib-vcore1,acl-vlan408-out,Extended,10,permit,udp,any,0.165.0 0.0.0.31,syslog
gib-vcore1,acl-vlan408-out,Extended,20,permit,tcp,any,0.165.0 0.0.0.31,cmd
gib-vcore1,acl-vlan408-out,Extended,30,deny,ip,any,0.165.0 0.0.0.31,
gib-vcore1,1,Standard,10,permit,,10.120.163.210,,,
gib-vcore1,1,Standard,20,permit,,10.1.74.66,,,
gib-vcore1,1,Standard,30,permit,,10.112.12.126,,,
gib-vcore1,1,Standard,40,permit,,10.112.12.125,,,
gib-vcore1,1,Standard,50,permit,,10.180.163.18,,,
gib-vcore1,1,Standard,60,permit,,10.120.163.151,,,
gib-vcore1,1,Standard,70,permit,,10.210.163.60,,,
gib-vcore1,1,Standard,80,permit,,10.120.163.152,,,
gib-vcore1,1,Standard,90,permit,,10.1.74.29,,,
gib-vcore1,1,Standard,100,permit,,10.120.163.143,,,
gib-vcore1,1,Standard,110,permit,,10.120.163.142,,,
gib-vcore1,1,Standard,120,permit,,10.112.13.17,,,
gib-vcore1,1,Standard,130,permit,,10.1.74.48,,,
gib-vcore1,1,Standard,140,permit,,10.1.74.57,,,
gib-vcore1,1,Standard,150,permit,,10.1.74.61,,,
gib-vcore1,1,Standard,160,permit,,10.120.163.123,,,
gib-vcore1,1,Standard,170,permit,,10.120.163.122,,,
gib-vcore1,1,Standard,180,permit,,10.120.195.31,,,
gib-vcore1,1,Standard,190,permit,,10.120.143.70,,,
gib-vcore1,1,Standard,200,permit,,10.1.74.128,,,
gib-vcore1,1,Standard,210,permit,,10.180.142.230,,,
gib-vcore1,1,Standard,220,permit,,10.112.12.144,,,
gib-vcore1,1,Standard,230,permit,,10.120.163.37,,,
gib-vcore1,1,Standard,240,permit,,10.112.12.142,,,
gib-vcore1,1,Standard,250,permit,,10.112.12.143,,,
gib-vcore1,1,Standard,260,permit,,10.1.82.64 0.0.0.31,,,
gib-vcore1,1,Standard,270,permit,,10.1.22.0 0.0.0.255,,,
gib-vcore1,1,Standard,280,permit,,192.168.2.0 0.0.1.255,,,
gib-vcore1,1,Standard,290,permit,,10.210.141.40 0.0.0.7,,,
gib-vcore1,1,Standard,300,permit,,10.180.141.40 0.0.0.7,,,
gib-vcore1,1,Standard,310,permit,,10.120.141.40 0.0.0.7,,,
gib-vcore1,1,Standard,320,permit,,100.79.0.0 0.0.127.255,,,
gib-vcore1,1,Standard,330,deny,,any log,,,
gib-vcore1,10,Standard,40,permit,,10.120.163.210,,,
gib-vcore1,10,Standard,80,permit,,10.112.12.126,,,
gib-vcore1,10,Standard,70,permit,,10.112.12.125,,,
gib-vcore1,10,Standard,10,permit,,10.120.195.206,,,
gib-vcore1,10,Standard,60,permit,,10.120.163.123,,,
gib-vcore1,10,Standard,50,permit,,10.120.163.122,,,
gib-vcore1,10,Standard,20,permit,,10.120.163.59,,,
gib-vcore1,10,Standard,30,permit,,10.110.163.59,,,
gib-vcore1,11,Standard,14,permit,,10.112.12.126,,,
gib-vcore1,11,Standard,13,permit,,10.112.12.125,,,
gib-vcore1,11,Standard,10,permit,,10.120.136.140,,,
gib-vcore1,11,Standard,12,permit,,10.120.163.123,,,
gib-vcore1,11,Standard,11,permit,,10.120.163.122,,,
gib-vcore1,11,Standard,20,permit,,10.50.3.140,,,
gib-vcore1,11,Standard,30,deny,,any log,,,
gib-vcore1,12,Standard,10,permit,,10.220.163.112,,,
gib-vcore1,12,Standard,20,permit,,10.220.163.111,,,
gib-vcore1,12,Standard,30,permit,,10.180.163.112,,,
gib-vcore1,12,Standard,40,permit,,10.180.163.111,,,
gib-vcore1,12,Standard,50,permit,,10.120.163.112,,,
gib-vcore1,12,Standard,60,permit,,10.110.163.111,,,
gib-vcore1,12,Standard,70,permit,,10.110.163.112,,,
gib-vcore1,12,Standard,80,permit,,10.120.163.111,,,
gib-vcore1,12,Standard,90,deny,,any log,,,
gib-vcore1,13,Standard,10,permit,,10.180.163.12,,,
gib-vcore1,14,Standard,10,permit,,10.180.129.202,,,
gib-vcore1,14,Standard,20,permit,,10.180.129.201,,,
gib-vcore1,16,Standard,10,permit,,10.120.163.206,,,
gib-vcore1,16,Standard,20,permit,,10.120.136.150,,,
gib-vcore1,19,Standard,10,permit,,172.16.41.192 0.0.0.31,,,
gib-vcore1,19,Standard,20,permit,,10.1.82.64 0.0.0.31,,,
gib-vcore1,20,Standard,10,permit,,10.120.136.15,,,
gib-vcore1,21,Standard,10,permit,,10.180.163.120,,,
gib-vcore1,22,Standard,10,permit,,10.112.12.119,,,
gib-vcore1,22,Standard,40,permit,,10.210.143.80,,,
gib-vcore1,22,Standard,30,permit,,10.120.143.80,,,
gib-vcore1,22,Standard,20,permit,,10.180.142.232,,,
