hostname,acl-name,acl-type,seq number,action,protocol,source,destination,ports
uk-wak-ar01,management,Extended,180,permit,ip,host 10.120.163.143,any,
uk-wak-ar01,management,Extended,190,permit,ip,host 10.112.12.142,any,
uk-wak-ar01,management,Extended,200,permit,ip,host 10.112.12.143,any,
uk-wak-ar01,management,Extended,210,permit,ip,host 10.112.12.144,any,
uk-wak-ar01,management,Extended,220,permit,ip,100.79.0.0 0.0.127.255,any,
uk-wak-ar01,management,Extended,230,deny,ip,any,any,
uk-wak-ar01,1,Standard,10,permit,,10.120.163.210,,,
uk-wak-ar01,1,Standard,60,permit,,10.1.74.66,,,
uk-wak-ar01,1,Standard,260,permit,,10.112.12.126,,,
uk-wak-ar01,1,Standard,250,permit,,10.112.12.125,,,
uk-wak-ar01,1,Standard,40,permit,,10.180.163.18,,,
uk-wak-ar01,1,Standard,210,permit,,10.120.163.151,,,
uk-wak-ar01,1,Standard,50,permit,,10.210.163.60,,,
uk-wak-ar01,1,Standard,220,permit,,10.120.163.152,,,
uk-wak-ar01,1,Standard,70,permit,,10.1.74.29,,,
uk-wak-ar01,1,Standard,30,permit,,10.112.13.17,,,
uk-wak-ar01,1,Standard,80,permit,,10.1.74.48,,,
uk-wak-ar01,1,Standard,90,permit,,10.1.74.57,,,
uk-wak-ar01,1,Standard,100,permit,,10.1.74.61,,,
uk-wak-ar01,1,Standard,240,permit,,10.120.163.123,,,
uk-wak-ar01,1,Standard,230,permit,,10.120.163.122,,,
uk-wak-ar01,1,Standard,120,permit,,10.120.195.31,,,
uk-wak-ar01,1,Standard,140,permit,,10.120.143.70,,,
uk-wak-ar01,1,Standard,110,permit,,10.1.74.128,,,
uk-wak-ar01,1,Standard,130,permit,,10.180.142.230,,,
uk-wak-ar01,1,Standard,20,permit,,10.120.163.37,,,
uk-wak-ar01,1,Standard,150,permit,,10.1.82.64 0.0.0.31,,,
uk-wak-ar01,1,Standard,160,permit,,10.1.22.0 0.0.0.255,,,
uk-wak-ar01,1,Standard,170,permit,,192.168.2.0 0.0.1.255,,,
uk-wak-ar01,1,Standard,180,permit,,10.210.141.40 0.0.0.7,,,
uk-wak-ar01,1,Standard,190,permit,,10.180.141.40 0.0.0.7,,,
uk-wak-ar01,1,Standard,200,permit,,10.120.141.40 0.0.0.7,,,
uk-wak-ar01,1,Standard,270,deny,,any log,,,
uk-wak-ar01,10,Standard,40,permit,,10.112.12.126,,,
uk-wak-ar01,10,Standard,30,permit,,10.112.12.125,,,
uk-wak-ar01,10,Standard,20,permit,,10.120.163.123,,,
uk-wak-ar01,10,Standard,10,permit,,10.120.163.122,,,
uk-wak-ar01,11,Standard,14,permit,,10.112.12.126,,,
uk-wak-ar01,11,Standard,13,permit,,10.112.12.125,,,
uk-wak-ar01,11,Standard,12,permit,,10.120.163.123,,,
uk-wak-ar01,11,Standard,11,permit,,10.120.163.122,,,
uk-wak-ar01,22,Standard,10,permit,,10.112.12.119,,,
uk-wak-ar01,22,Standard,40,permit,,10.210.143.80,,,
uk-wak-ar01,22,Standard,30,permit,,10.120.143.80,,,
uk-wak-ar01,22,Standard,20,permit,,10.180.142.232,,,
uk-wak-ar01,100,Extended,10,permit,ip,any,host 10.210.193.235,
uk-wak-ar01,100,Extended,20,permit,ip,any,host 10.210.193.236,
uk-wak-ar01,100,Extended,30,permit,ip,any,host 10.120.193.235,
uk-wak-ar01,100,Extended,40,permit,ip,any,host 10.120.193.236,
uk-wak-ar01,100,Extended,50,permit,ip,host 10.210.193.235,any,
uk-wak-ar01,100,Extended,60,permit,ip,host 10.210.193.236,any,
uk-wak-ar01,100,Extended,70,permit,ip,host 10.120.193.235,any,
uk-wak-ar01,100,Extended,80,permit,ip,host 10.120.193.236,any,
