hostname,acl-name,acl-type,seq number,action,protocol,source,destination,ports
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,70,permit,udp,10.55.228.0 0.0.0.255,host 10.210.193.236,domain
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,80,permit,udp,10.55.228.0 0.0.0.255,host 10.210.193.236,bootps
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,90,permit,udp,10.55.228.0 0.0.0.255,host 10.120.193.235,domain
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,100,permit,udp,10.55.228.0 0.0.0.255,host 10.120.193.238,domain
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,110,permit,udp,10.55.228.0 0.0.0.255,host 10.120.193.239,domain
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,120,permit,udp,10.55.228.0 0.0.0.255,host 10.120.193.235,bootps
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,130,permit,udp,10.55.228.0 0.0.0.255,host 10.120.193.236,domain
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,140,permit,udp,10.55.228.0 0.0.0.255,host 10.120.193.236,bootps
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,150,permit,ip,10.55.228.0 0.0.0.255,host 141.138.129.40,
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,160,permit,ip,10.55.228.0 0.0.0.255,host 95.131.184.37,
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,170,permit,ip,10.55.228.0 0.0.0.255,host 10.55.18.24,
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,180,permit,tcp,10.55.228.0 0.0.0.255,0.1.28.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,190,permit,tcp,10.55.228.0 0.0.0.255,0.1.28.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,200,permit,tcp,10.55.228.0 0.0.0.255,211.36.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,210,permit,tcp,10.55.228.0 0.0.0.255,211.36.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,220,permit,tcp,10.55.228.0 0.0.0.255,212.36.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,230,permit,tcp,10.55.228.0 0.0.0.255,212.36.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,240,permit,tcp,10.55.228.0 0.0.0.255,213.36.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,250,permit,tcp,10.55.228.0 0.0.0.255,213.36.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,260,permit,tcp,10.55.228.0 0.0.0.255,214.36.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,270,permit,tcp,10.55.228.0 0.0.0.255,214.36.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,280,permit,tcp,10.55.228.0 0.0.0.255,215.36.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,290,permit,tcp,10.55.228.0 0.0.0.255,215.36.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,300,permit,tcp,10.55.228.0 0.0.0.255,216.36.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,310,permit,tcp,10.55.228.0 0.0.0.255,216.36.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,320,permit,tcp,10.55.228.0 0.0.0.255,211.38.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,330,permit,tcp,10.55.228.0 0.0.0.255,211.38.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,340,permit,tcp,10.55.228.0 0.0.0.255,212.38.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,350,permit,tcp,10.55.228.0 0.0.0.255,212.38.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,360,permit,tcp,10.55.228.0 0.0.0.255,213.38.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,370,permit,tcp,10.55.228.0 0.0.0.255,213.38.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,380,permit,tcp,10.55.228.0 0.0.0.255,214.38.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,390,permit,tcp,10.55.228.0 0.0.0.255,214.38.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,400,permit,tcp,10.55.228.0 0.0.0.255,215.38.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,410,permit,tcp,10.55.228.0 0.0.0.255,215.38.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,420,permit,tcp,10.55.228.0 0.0.0.255,216.38.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,430,permit,tcp,10.55.228.0 0.0.0.255,216.38.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,440,permit,tcp,10.55.228.0 0.0.0.255,211.43.0 0.0.0.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,450,permit,tcp,10.55.228.0 0.0.0.255,211.43.0 0.0.0.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,460,permit,tcp,10.55.228.0 0.0.0.255,212.43.0 0.0.0.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,470,permit,tcp,10.55.228.0 0.0.0.255,212.43.0 0.0.0.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,480,permit,tcp,10.55.228.0 0.0.0.255,213.43.0 0.0.0.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,490,permit,tcp,10.55.228.0 0.0.0.255,213.43.0 0.0.0.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,500,permit,tcp,10.55.228.0 0.0.0.255,214.43.0 0.0.0.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,510,permit,tcp,10.55.228.0 0.0.0.255,214.43.0 0.0.0.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,520,permit,tcp,10.55.228.0 0.0.0.255,215.43.0 0.0.0.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,530,permit,tcp,10.55.228.0 0.0.0.255,215.43.0 0.0.0.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,540,permit,tcp,10.55.228.0 0.0.0.255,216.43.0 0.0.0.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,550,permit,tcp,10.55.228.0 0.0.0.255,216.43.0 0.0.0.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,560,permit,tcp,10.55.228.0 0.0.0.255,211.66.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,570,permit,tcp,10.55.228.0 0.0.0.255,211.66.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,580,permit,tcp,10.55.228.0 0.0.0.255,212.66.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,590,permit,tcp,10.55.228.0 0.0.0.255,212.66.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,600,permit,tcp,10.55.228.0 0.0.0.255,213.66.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,610,permit,tcp,10.55.228.0 0.0.0.255,213.66.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,620,permit,tcp,10.55.228.0 0.0.0.255,214.66.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,630,permit,tcp,10.55.228.0 0.0.0.255,214.66.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,640,permit,tcp,10.55.228.0 0.0.0.255,215.66.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,650,permit,tcp,10.55.228.0 0.0.0.255,215.66.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,660,permit,tcp,10.55.228.0 0.0.0.255,216.66.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,670,permit,tcp,10.55.228.0 0.0.0.255,216.66.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,680,permit,tcp,10.55.228.0 0.0.0.255,1.216.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,690,permit,tcp,10.55.228.0 0.0.0.255,1.216.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,700,permit,tcp,10.55.228.0 0.0.0.255,2.216.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,710,permit,tcp,10.55.228.0 0.0.0.255,2.216.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,720,permit,tcp,10.55.228.0 0.0.0.255,3.216.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,730,permit,tcp,10.55.228.0 0.0.0.255,3.216.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,740,permit,tcp,10.55.228.0 0.0.0.255,4.216.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,750,permit,tcp,10.55.228.0 0.0.0.255,4.216.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,760,permit,tcp,10.55.228.0 0.0.0.255,5.216.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,770,permit,tcp,10.55.228.0 0.0.0.255,5.216.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,780,permit,tcp,10.55.228.0 0.0.0.255,6.216.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,790,permit,tcp,10.55.228.0 0.0.0.255,6.216.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,800,permit,tcp,10.55.228.0 0.0.1.255,0.200.0 0.0.1.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,810,permit,tcp,10.55.228.0 0.0.1.255,0.200.0 0.0.1.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,820,permit,tcp,10.55.228.0 0.0.1.255,0.200.0 0.0.1.255,8080
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,830,permit,tcp,10.55.228.0 0.0.1.255,0.200.0 0.0.1.255,7072
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,840,permit,tcp,10.55.228.0 0.0.1.255,0.200.0 0.0.1.255,22
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,850,permit,tcp,10.55.228.0 0.0.0.255,host 212.36.187.235,45454
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,860,permit,tcp,10.55.228.0 0.0.0.255,host 212.36.187.239,45454
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,870,permit,tcp,10.55.228.0 0.0.0.255,host 212.36.187.241,45454
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,880,permit,tcp,10.55.228.0 0.0.0.255,220.43.0 0.0.0.255,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,890,permit,tcp,10.55.228.0 0.0.0.255,220.43.0 0.0.0.255,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,900,permit,tcp,10.55.228.0 0.0.0.255,220.43.0 0.0.0.255,8080
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,910,permit,tcp,10.55.228.0 0.0.0.255,host 10.120.143.71,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,920,permit,tcp,10.55.228.0 0.0.0.255,host 10.120.163.93,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,930,permit,tcp,10.55.228.0 0.0.0.255,host 10.120.163.111,8000
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,940,permit,tcp,10.55.228.0 0.0.0.255,host 10.120.163.63,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,950,permit,tcp,10.55.228.0 0.0.0.255,host 10.120.163.29,8080
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,960,permit,tcp,10.55.228.0 0.0.0.255,host 10.120.163.43,8000
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,970,permit,tcp,10.55.228.0 0.0.0.255,host 10.120.74.34,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,980,permit,tcp,10.55.228.0 0.0.0.255,host 10.120.74.31,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,990,permit,tcp,10.55.228.0 0.0.0.255,host 10.120.74.29,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1000,permit,tcp,10.55.228.0 0.0.0.255,host 10.121.4.43,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1010,permit,tcp,10.55.228.0 0.0.0.255,host 10.121.4.41,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1020,permit,tcp,10.55.228.0 0.0.0.255,host 10.191.4.41,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1030,permit,tcp,10.55.228.0 0.0.0.255,host 10.191.4.150,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1040,permit,tcp,10.55.228.0 0.0.0.255,host 10.191.4.43,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1050,permit,tcp,10.55.228.0 0.0.0.255,host 10.193.4.41,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1060,permit,tcp,10.55.228.0 0.0.0.255,host 10.193.4.150,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1070,permit,tcp,10.55.228.0 0.0.0.255,host 10.193.4.43,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1080,permit,tcp,10.55.228.0 0.0.0.255,host 10.193.4.125,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1090,permit,tcp,10.55.228.0 0.0.0.255,host 10.193.4.125,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1100,permit,tcp,10.55.228.0 0.0.0.255,host 10.195.4.150,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1110,permit,tcp,10.55.228.0 0.0.0.255,host 10.180.66.20,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1120,permit,tcp,10.55.228.0 0.0.0.255,host 10.180.163.214,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1130,permit,tcp,10.55.228.0 0.0.0.255,host 10.180.163.102,7001
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1140,permit,tcp,10.55.228.0 0.0.0.255,host 10.180.163.214,8445
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1150,permit,tcp,10.55.228.0 0.0.0.255,host 10.191.4.152,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1160,permit,tcp,10.55.228.0 0.0.0.255,host 10.193.4.152,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1170,permit,tcp,10.55.228.0 0.0.0.255,host 10.195.4.152,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1180,permit,tcp,10.55.228.0 0.0.0.255,host 10.121.4.152,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1190,permit,tcp,10.55.228.0 0.0.0.255,host 10.201.234.152,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1200,permit,tcp,10.55.228.0 0.0.0.255,host 10.210.163.20,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1210,permit,tcp,10.55.228.0 0.0.0.255,host 10.210.163.180,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1220,permit,tcp,10.55.228.0 0.0.0.255,host 10.210.163.94,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1230,permit,tcp,10.55.228.0 0.0.0.255,host 10.210.201.227,www
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1240,permit,tcp,10.55.228.0 0.0.0.255,host 10.241.4.125,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1250,permit,tcp,10.55.228.0 0.0.0.255,host 10.211.38.80,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1260,permit,tcp,10.55.228.0 0.0.0.255,host 10.211.37.180,443
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1270,deny,ip,10.55.228.0 0.0.0.255,168.0.0 0.0.255.255,
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1280,deny,ip,10.55.228.0 0.0.0.255,2.16.0.0 0.15.255.255,
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1290,deny,ip,10.55.228.0 0.0.0.255,0.0.0.0 0.255.255.255,
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1300,permit,ip,10.55.228.0 0.0.0.255,any,
pl-krk-cs01,FROM-KRK-TEST-WiFi,Extended,1310,deny,ip,any,any,
pl-krk-cs01,UC,Extended,10,permit,ip,host 10.120.194.82,host 10.55.20.19,
pl-krk-cs01,UC,Extended,20,permit,ip,host 10.55.20.19,host 10.120.194.82,
pl-krk-cs01,UC,Extended,30,permit,ip,any,host 10.55.20.19,
pl-krk-cs01,UC,Extended,40,permit,ip,any,any,
pl-krk-cs01,VSL-BFD,Extended,10,permit,udp,any,any,3784
pl-krk-cs01,VSL-DHCP-CLIENT-TO-SERVER,Extended,10,permit,udp,any,any,bootps
pl-krk-cs01,VSL-DHCP-SERVER-TO-CLIENT,Extended,10,permit,udp,any,any,bootpc
pl-krk-cs01,VSL-DHCP-SERVER-TO-SERVER,Extended,10,permit,udp,any,any,bootps
pl-krk-cs01,VSL-IPV4-ROUTING,Extended,10,permit,ip,any,4.0.0.0 0.0.0.255,
pl-krk-cs01,acl-wifi-test,Extended,10,permit,udp,any,host 10.1.34.10,domain
pl-krk-cs01,acl-wifi-test,Extended,20,permit,udp,any,host 10.64.72.10,domain
pl-krk-cs01,acl-wifi-test,Extended,30,permit,udp,host 10.1.103.10,host 10.1.34.10,bootps
pl-krk-cs01,acl-wifi-test,Extended,40,permit,udp,host 10.1.103.10,host 10.64.72.10,bootps
pl-krk-cs01,acl-wifi-test,Extended,50,permit,ip,any,host 10.1.28.22,
pl-krk-cs01,acl-wifi-test,Extended,60,permit,icmp,any,host 10.1.28.22,
pl-krk-cs01,acl-wifi-test,Extended,70,deny,ip,any,any,
pl-krk-cs01,test,Extended,10,permit,ip,host 1.1.1.1,any,
pl-krk-cs01,vpntesting-acl,Extended,10,deny,ip,host 10.55.13.128,0.55.0.0 0.0.255.255,
pl-krk-cs01,vpntesting-acl,Extended,20,deny,ip,host 10.55.13.128,2.16.0.0 0.0.3.255,
pl-krk-cs01,vpntesting-acl,Extended,30,permit,ip,host 10.55.13.128,any,
pl-krk-cs01,1,Standard,10,permit,,10.120.163.210,,,
pl-krk-cs01,1,Standard,20,permit,,10.1.74.66,,,
pl-krk-cs01,1,Standard,30,permit,,10.112.12.126,,,
pl-krk-cs01,1,Standard,40,permit,,10.112.12.125,,,
pl-krk-cs01,1,Standard,50,permit,,10.180.163.18,,,
pl-krk-cs01,1,Standard,60,permit,,10.120.163.151,,,
pl-krk-cs01,1,Standard,70,permit,,10.210.163.60,,,
pl-krk-cs01,1,Standard,80,permit,,10.120.163.152,,,
pl-krk-cs01,1,Standard,90,permit,,10.1.74.29,,,
pl-krk-cs01,1,Standard,100,permit,,10.120.163.143,,,
pl-krk-cs01,1,Standard,110,permit,,10.120.163.142,,,
pl-krk-cs01,1,Standard,120,permit,,10.112.13.17,,,
pl-krk-cs01,1,Standard,130,permit,,10.1.74.48,,,
pl-krk-cs01,1,Standard,140,permit,,10.1.74.57,,,
pl-krk-cs01,1,Standard,150,permit,,10.1.74.61,,,
pl-krk-cs01,1,Standard,160,permit,,10.120.163.123,,,
pl-krk-cs01,1,Standard,170,permit,,10.120.163.122,,,
pl-krk-cs01,1,Standard,180,permit,,10.120.195.31,,,
pl-krk-cs01,1,Standard,190,permit,,10.120.143.70,,,
pl-krk-cs01,1,Standard,200,permit,,10.1.74.128,,,
pl-krk-cs01,1,Standard,210,permit,,10.180.142.230,,,
pl-krk-cs01,1,Standard,220,permit,,10.112.12.144,,,
pl-krk-cs01,1,Standard,230,permit,,10.120.163.37,,,
pl-krk-cs01,1,Standard,240,permit,,10.112.12.142,,,
pl-krk-cs01,1,Standard,250,permit,,10.112.12.143,,,
pl-krk-cs01,1,Standard,260,permit,,10.1.82.64 0.0.0.31,,,
pl-krk-cs01,1,Standard,270,permit,,10.1.22.0 0.0.0.255,,,
pl-krk-cs01,1,Standard,280,permit,,192.168.2.0 0.0.1.255,,,
pl-krk-cs01,1,Standard,290,permit,,10.210.141.40 0.0.0.7,,,
pl-krk-cs01,1,Standard,300,permit,,10.180.141.40 0.0.0.7,,,
pl-krk-cs01,1,Standard,310,permit,,10.120.141.40 0.0.0.7,,,
pl-krk-cs01,1,Standard,320,permit,,100.79.0.0 0.0.127.255,,,
pl-krk-cs01,1,Standard,330,deny,,any log,,,
pl-krk-cs01,10,Standard,10,permit,,10.120.163.210,,,
pl-krk-cs01,10,Standard,20,permit,,10.120.163.59,,,
pl-krk-cs01,10,Standard,30,deny,,any log,,,
pl-krk-cs01,11,Standard,14,permit,,10.112.12.126,,,
pl-krk-cs01,11,Standard,13,permit,,10.112.12.125,,,
pl-krk-cs01,11,Standard,10,permit,,10.120.136.140,,,
pl-krk-cs01,11,Standard,12,permit,,10.120.163.123,,,
pl-krk-cs01,11,Standard,11,permit,,10.120.163.122,,,
pl-krk-cs01,11,Standard,20,deny,,any log,,,
pl-krk-cs01,12,Standard,10,permit,,10.220.163.112,,,
pl-krk-cs01,12,Standard,20,permit,,10.220.163.111,,,
pl-krk-cs01,12,Standard,30,permit,,10.180.163.112,,,
pl-krk-cs01,12,Standard,40,permit,,10.180.163.111,,,
pl-krk-cs01,12,Standard,50,permit,,10.120.163.112,,,
pl-krk-cs01,12,Standard,60,permit,,10.110.163.111,,,
pl-krk-cs01,12,Standard,70,permit,,10.110.163.112,,,
pl-krk-cs01,12,Standard,80,permit,,10.120.163.111,,,
pl-krk-cs01,12,Standard,90,deny,,any log,,,
pl-krk-cs01,22,Standard,10,permit,,10.112.12.119,,,
pl-krk-cs01,22,Standard,20,permit,,10.210.143.80,,,
