hostname,name,type,seq number,remark,action,src_service_obj,src_service_obj_grp,protocol,src_host,src_network_obj,src_network_obj_grp,src_network,dest_host,dest_network_obj,dest_network_obj_grp,dest_network,dest_port,dest_port_obj_grp,dest_port_range,logging_level,logging_interval,status
uk-sc1-fw01-sec,global_access,extended,61,Temp rule to capture traffic - see Mike Dawson,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,62,,permit,,,tcp,,,DM_INLINE_NETWORK_76,,,,DM_INLINE_NETWORK_77,,9996,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,63,Temp rule to capture traffic,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,64,,permit,,,tcp,,,DM_INLINE_NETWORK_78,,,,DM_INLINE_NETWORK_79,,3306,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,65,Tem rule to capture traffic - see Mike Dawson,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,66,NOTE: Dest traffic should be stingray,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,67,,permit,,,tcp,,,DM_INLINE_NETWORK_80,,,,,10.0.0.0 255.0.0.0,9070,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,68,Temp rule to capture traffic - see Mike Dawson,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,69,,permit,,,tcp,,,DM_INLINE_NETWORK_81,,,,DM_INLINE_NETWORK_82,,8089,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,70,Temp rule to capture traffic - ask Mike Dawson,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,71,,permit,,,tcp,,,internal-nets,,,,DM_INLINE_NETWORK_21,,3129,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,72,Temp rule to capture traffic - ask Mike Dawson,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,73,,permit,,,tcp,,,internal-nets,,,,DM_INLINE_NETWORK_75,,ldap,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,74,Temp rule to capture traffic - ask Mike Dawson,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,75,,permit,,,tcp,10.120.162.11,,,,,,DM_INLINE_NETWORK_71,,,DM_INLINE_TCP_19,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,76,Temp rule to capture traffic - ask Mike Dawson,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,77,,permit,,,tcp,,,DM_INLINE_NETWORK_73,,,,DM_INLINE_NETWORK_72,,,DM_INLINE_TCP_20,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,78,Temp rule to capture traffic - see Mike Dawson,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,79,Added 01/10/2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,80,,permit,,,tcp,,,DM_INLINE_NETWORK_83,,,,DM_INLINE_NETWORK_84,,ssh,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,81,Temp rule to capture traffic - see Mike Dawson,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,82,Added 01/10/2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,83,,permit,,,tcp,,,DM_INLINE_NETWORK_85,,,,DM_INLINE_NETWORK_86,,1433,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,84,Temp rule to capture traffic - see Mike Dawson,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,85,Added 01/10/2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,86,,permit,,,tcp,,,DM_INLINE_NETWORK_87,,,,DM_INLINE_NETWORK_88,,https,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,87,Temp rule to capture traffic - see Mike Dawson,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,88,Added 01/10/2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,89,,permit,,,tcp,,,DM_INLINE_NETWORK_89,,,,RFC1918Networks,,,Nimsoft-ports,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,90,Temp rule to capture traffic - see Mike Dawson,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,91,Added 02/10/2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,92,,permit,,,udp,,,DM_INLINE_NETWORK_93,,,,grp-solarwind-destinations,,snmp,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,93,Temp rule to capture traffic - see Mike Dawson,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,94,Added 01/10/2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,95,,permit,,,udp,,,DM_INLINE_NETWORK_91,,,,DM_INLINE_NETWORK_92,,snmp,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,96,Temp rule to capture traffic - see Mike Dawson,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,97,Added 01/10/2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,98,,permit,,,udp,,,DM_INLINE_NETWORK_90,,,,RFC1918Networks,,snmp,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,99,Added by Mike Dawson 17/10/2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,100,,permit,,,tcp,,,DM_INLINE_NETWORK_95,,,,RFC1918Networks,,17777,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,101,CHG0060667,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,102,,permit,,,tcp,,,internal-nets,,,,RFC1918Networks,,ssh,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,103,CHG0060667,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,104,,permit,,,udp,,,internal-nets,,,,RFC1918Networks,,snmp,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,105,CHG0060667,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,106,,permit,,,tcp,,,internal-nets,,,,RFC1918Networks,,https,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,107,CHG0060667,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,108,,permit,,,tcp,,,internal-nets,,,,RFC1918Networks,,1433,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,109,CHG0060667,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,110,,permit,,,tcp,,,internal-nets,,,,RFC1918Networks,,,Nimsoft-ports,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,111,Temp rule added by Mike Dawson 08/10/2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,112,,permit,,,tcp,,,internal-nets,,,,RFC1918Networks,,8089,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,113,Temp rule to capture traffic - ask Mike Dawson,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,114,,permit,,,tcp,10.120.162.39,,,,,,DM_INLINE_NETWORK_74,,,DM_INLINE_TCP_21,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,115,CHG0060667,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,116,logging disabled to stop double logging,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,117,,permit,,DM_INLINE_SERVICE_11,,,,internal-nets,,,,RFC1918Networks,,,,,disable,,active
uk-sc1-fw01-sec,global_access,extended,118,CHG0060667,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,119,,permit,,,ip,,,internal-nets,,,,RFC1918Networks,,,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,120,CHG0060667,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,121,,permit,,,ip,,,internal-nets,,,aws-100.64.0.0slash10,,,,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,122,CHG0094805 CHG0117584,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,123,,permit,tcp-9070,,,,,wily_svrs_scc,,,,SCC+BRS-Stingray,,,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,124,CHG0105826 CHG0117584,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,125,,permit,,,tcp,,,wily_svrs_scc,,,int-pres-trd-services.sc1.prod.williamhill.plc,,,8080,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,126,CHG0110997,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,127,,permit,,,udp,10.120.134.246,,,,10.120.163.134,,,,syslog,,,disable,,active
uk-sc1-fw01-sec,global_access,extended,128,CHG0060667,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,129,logging disabled to reduce double logging,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,130,,permit,,DM_INLINE_SERVICE_10,,,,RFC1918Networks,,,,internal-nets,,,,,disable,,active
uk-sc1-fw01-sec,global_access,extended,131,CHG0123314,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,132,,permit,tcp-3389,,,,,grp-bomgar-cde-jumphosts,,,,grp-orion-app-srvs,,,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,133,CHG0123314,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,134,,deny,tcp-3389,,,,,,any,,,grp-orion-app-srvs,,,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,135,CHG0060667,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,136,,permit,,,ip,,,RFC1918Networks,,,,internal-nets,,,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,137,CHG0060667,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,138,,permit,,,ip,,aws-100.64.0.0slash10,,,,,internal-nets,,,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,139,CHG0100643,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,140,,permit,,,udp,,,gib-border-netflow,,,uk-sc1-solarwinds01,,,9991,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,141,CHG0014573,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,142,,permit,,,tcp,,,Direct-Internet-Access,,,,,any,,DM_INLINE_TCP_1,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,143,CHG0094015,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,144,,permit,tcp-8089,,,,,Splunk-Heavy-Forwarders,,,Splunk-Deploy-Server,,,,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,145,TASK0108528, TASK0112976, TASK0118336, TASK0134624, TASK0134628, TASK0134630,TASK0134626,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,146,TASK0148128, TASK0148130, TASK0148132, TASK0148134, CHG0116181, TASK0223348, TASK0223972,,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,147,TASK0223974, TASK0223978, TASK0223980, TASK0223982, TASK0227329, TASK0227331, TASK0237806,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,148,TASK0237808, TASK0237810, TASK0237812,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,149,,permit,,,tcp,,,DM_INLINE_NETWORK_9,,,,SCC_Nimsoft-UIM_Mgmt_Servers,,https,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,150,CHG0065871,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,151,,permit,,,tcp,,sc1wnprncp001.mgmt.prod.williamhill.plc,,,,sc1wnprein12,,,1688,,,,,active
uk-sc1-fw01-sec,global_access,extended,152,CHG0065871,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,153,,permit,,,tcp,,sc1wnprncp001.mgmt.prod.williamhill.plc,,,,SCC_WSUS,,,,scc_wsus_ports_tcp,,,,active
uk-sc1-fw01-sec,global_access,extended,154,CHG0065871,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,155,,permit,,,tcp,,sc1wnprncp002.mgmt.prod.williamhill.plc,,,,sc1wnprein12,,,1688,,,,,active
uk-sc1-fw01-sec,global_access,extended,156,CHG0065871,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,157,,permit,,,tcp,,sc1wnprncp002.mgmt.prod.williamhill.plc,,,,SCC_WSUS,,,,scc_wsus_ports_tcp,,,,active
uk-sc1-fw01-sec,global_access,extended,158,CHG0081848,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,159,,permit,,,tcp,,,,any4,,sc1wnpremg44,,,https,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,160,CHG0066480,PCI Q2 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,161,,permit,,,tcp,,,scc-altaris-hosts,,,uk-brs-cx-pr,,,,altaris-tcp,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,162,CHG0067117,PCI Q2 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,163,,permit,,,tcp,,sc1wnprein03,,,,sc1wnprncp002,,,5555,,,,,active
uk-sc1-fw01-sec,global_access,extended,164,CHG0067117,PCI Q2 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,165,,permit,,,tcp,,sc1wnprein03,,,,sc1wnprncp001,,,5555,,,,,active
uk-sc1-fw01-sec,global_access,extended,166,CHG0067117,PCI Q2 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,167,,permit,,,tcp,,sc1wnprein03,,,,sc1wnprncp002,,,,,18000 18050,,,active
uk-sc1-fw01-sec,global_access,extended,168,CHG0067117,PCI Q2 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,169,,permit,,,tcp,,sc1wnprein03,,,,sc1wnprncp001,,,,,18000 18050,,,active
uk-sc1-fw01-sec,global_access,extended,170,CHG0067117,PCI Q2 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,171,,permit,,,tcp,,sc1wnprncp002,,,,sc1wnprein03,,,5555,,,,,active
uk-sc1-fw01-sec,global_access,extended,172,CHG0067117,PCI Q2 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,173,,permit,,,tcp,,sc1wnprncp002,,,,sc1wnprein03,,,,,18000 18050,,,active
uk-sc1-fw01-sec,global_access,extended,174,CHG0067117,PCI Q2 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,175,,permit,,,tcp,,sc1wnprncp001,,,,sc1wnprein03,,,5555,,,,,active
uk-sc1-fw01-sec,global_access,extended,176,CHG0067117,PCI Q2 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,177,,permit,,,tcp,,sc1wnprncp001,,,,sc1wnprein03,,,,,18000 18050,,,active
uk-sc1-fw01-sec,global_access,extended,178,CHG0067117,PCI Q2 2016,PCI Q2 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,179,,permit,,,tcp,,sc1wncpecp01,,,,sc1wnprein03,,,5555,,,,,active
uk-sc1-fw01-sec,global_access,extended,180,CHG0067117,PCI Q2 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,181,,permit,,,tcp,,sc1wncpecp01,,,,sc1wnprein03,,,,,18000 18050,,,active
uk-sc1-fw01-sec,global_access,extended,182,CHG0067117,PCI Q2 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,183,,permit,,,tcp,,sc1wnprein03,,,,sc1wncpecp01,,,5555,,,,,active
uk-sc1-fw01-sec,global_access,extended,184,CHG0067117,,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,185,,permit,,,tcp,,sc1wnprein03,,,,sc1wncpecp01,,,,,18000 18050,,,active
uk-sc1-fw01-sec,global_access,extended,186,CHG0067421, CHG0090267,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,187,,permit,,,udp,,,,any,,sc1uxpremn74,,,,DM_INLINE_UDP_1,,,,active
uk-sc1-fw01-sec,global_access,extended,188,CHG0067421,,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,189,,permit,,splunk_mgmt,,,sc1uxpremn74,,,,,,any,,,,,,active
uk-sc1-fw01-sec,global_access,extended,190,PCI Q2 2016,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,191,,permit,,,tcp,,,DM_INLINE_NETWORK_2,,,Net-10.120.180.0,,,ssh,,,,,active
uk-sc1-fw01-sec,global_access,extended,192,CHG0070513 - Permit alert data to be sent to Service Now from Nimsoft and UIM for ticket generation,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,193,,permit,,,tcp,,,SCC_Nimsoft-UIM_Mgmt_Servers,,,,Service_Now_Public_IPs,,https,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,194,CHG0069736, CHG0072222,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,195,,permit,,,tcp,,SCC_Nimsoft_Mgmt,,,,,Rackspace_Nimsoft_CH,,,Nimsoft-ports,,notifications,300,active
uk-sc1-fw01-sec,global_access,extended,196,,permit,,,tcp,,,Rackspace_Nimsoft_CH,,,SCC_Nimsoft_Mgmt,,,,Nimsoft-ports,,notifications,300,active
uk-sc1-fw01-sec,global_access,extended,197,CHG0070997, PCI Q4-2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,198,,permit,,,tcp,,,SCC_Wily_Servers,,,CA_CloudMonitor,,,https,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,199,CHG0071771,PCI Q2 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,200,,permit,,grp-ssc-svc,,,,grp-pp-api-stingrays,,,sc1appreap01,,,,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,201,CHG0071475,PCI Q2 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,202,,permit,,,ip,,net-pr-cde-api-integration,,,,,,10.120.0.0 255.255.0.0,,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,203,CHG0071475,PCI Q2 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,204,,permit,,,ip,,net-inv-cde-api-lan,,,,,,10.120.0.0 255.255.0.0,,,,informational,300,active
uk-sc1-fw01-sec,global_access,extended,205,CHG0071453,PCI Q2 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,global_access,extended,206,,permit,,,tcp,,sc1wncpecp003,,,,sc1wnprein03,,,5555,,,,,active
