hostname,name,type,seq number,remark,action,src_service_obj,src_service_obj_grp,protocol,src_host,src_network_obj,src_network_obj_grp,src_network,dest_host,dest_network_obj,dest_network_obj_grp,dest_network,dest_port,dest_port_obj_grp,dest_port_range,logging_level,logging_interval,status
uk-sc1-fw01-sec,internal-vrf_access_in,extended,43,,permit,,,tcp,,,Gib-Citrix-Hosts,,,,DM_INLINE_NETWORK_14,,,Web,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,44,CHG0125763, CHG0134381,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,45,,permit,,,tcp,,,DM_INLINE_NETWORK_125,,,,DM_INLINE_NETWORK_18,,,DM_INLINE_TCP_69,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,46,CHG0040975,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,47,,permit,,,tcp,10.120.101.10,,,,,informix-hdr-vip,,,1528,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,48,CHG0041361,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,49,,permit,,,tcp,,Net_10.210.39.0m24,,,,,DM_INLINE_NETWORK_65,,,DM_INLINE_TCP_29,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,50,CHG0050575,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,51,,permit,,,tcp,,Net_10.210.39.0m24,,,,,scc-citrix-servers,,,DM_INLINE_TCP_31,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,52,CHG0069466,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,53,,permit,,,tcp,,scc_netscaler_SNIP,,,,,xenapp_server_range,,citrix-ica,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,54,CHG0069466,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,55,,permit,,,tcp,,sc1wnpremg01,,,,sc1wnprccp004.prod.williamhill.plc,,,3389,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,56,CHG0091814,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,57,,permit,,grp-vtm-svc,,,,DM_INLINE_NETWORK_7,,,,grp-scc-int-lb-cde-stingray,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,58,CHG0091814,CHG0118303,CHG0120322, CHG0123895,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,59,,permit,,,tcp,,,grp-brocade-vtm-admin,,,,grp-scc-int-lb-cde-stingray,,,DM_INLINE_TCP_2,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,60,CHG0094883,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,61,,permit,,,tcp,,brsux311,,,,informix-db-vip,,,1523,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,62,Proofpoint Rule - CHG0097030, PCI Q4 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,63,,permit,,,icmp,,,Proofpoint_Admins,,,,MailHosts,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,64,Proofpoint Rule - CHG0100580,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,65,,permit,,MailHostports,,,sc1apprcmg001,,,,,MailHosts,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,66,Proofpoint Rule - CHG0103121, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,67,,permit,,MailHostports,,,Brsapprcmg001,,,,,MailHosts,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,68,Proofpoint Rule - CHG0100580,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,69,,permit,,,tcp,,sc1apprcmg001,,,,,MailHosts,,smtp,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,70,Proofpoint Rule - CHG0103121, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,71,,permit,,,tcp,,Brsapprcmg001,,,,,MailHosts,,smtp,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,72,Proofpoint Rule,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,73,,permit,,,tcp,,,Proofpoint_Admins,,,emailhost02,,,ssh,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,74,Proofpoint Rule,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,75,,permit,,,tcp,,,Proofpoint_Admins,,,emailhost01,,,ssh,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,76,Proofpoint Rule - CHG0097030, PCI Q4 2018,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,77,,permit,,,tcp,,,RFC1918,,,emailhost02,,,smtp,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,78,Proofpoint Rule - CHG0097030,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,79,,permit,,,tcp,,,RFC1918,,,emailhost01,,,smtp,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,80,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,81,,permit,,,tcp,,,,10.180.134.0 255.255.255.128,,SC1-WN-PRE-WI01,,,27000,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,82,CHG0097369, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,83,,permit,,,tcp,,,DM_INLINE_NETWORK_10,,,,TnA_Citrix,,,DM_INLINE_TCP_3,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,84,CHG0098329, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,85,,permit,,,tcp,,,,10.180.134.0 255.255.255.128,,SC1-WN-PRE-XA01,,,7279,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,86,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,87,,permit,,,tcp,,,,10.180.134.0 255.255.255.128,,SC1-WN-PRE-WI01,,,7279,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,88,CHG0101535,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,89,,permit,,,tcp,,,DM_INLINE_NETWORK_34,,,,DM_INLINE_NETWORK_35,,,DM_INLINE_TCP_15,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,90,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,91,,permit,,,tcp,,,,10.180.39.0 255.255.255.0,,SC1-WN-PRE-WI01,,,27000,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,92,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,93,,permit,,,tcp,,,,10.180.39.0 255.255.255.0,,SC1-WN-PRE-WI01,,,7279,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,94,CHG0099151, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,95,,permit,,netscaler_ports,,,,netscaler_SNIP,,,est-wmh-osl-001,,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,96,CHG0100330,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,97,,permit,,,tcp,,,DM_INLINE_NETWORK_32,,,,DM_INLINE_NETWORK_33,,,puppet-services,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,98,CHG0100449-CHG82151,CHG83600,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,99,,permit,,,tcp,,,fct-pearl-app-srvs,,,SCC_INTERNAL_03,,,,Web,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,100,CHG0123577,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,101,,permit,,,tcp,,10.121.73.0s24,,,,SCC_INTERNAL_03,,,https,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,102,CHG0100449-CHG0025683,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,103,,permit,,,tcp,,WHO-Platform-Integration,,,,,scc_internal,,,Web,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,104,CHG0100449-CHG91757, CHG0094722,CHG0116922,CHG0120588,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,105,,permit,,,tcp,,,DM_INLINE_NETWORK_102,,,,grp-scc-pr-cwb-layer7,,,web-proxy-ports,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,106,CHG0100449-CHG71475,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,107,,permit,,,ip,,,cde-web-any-access,,,Net_10.120.37.0m24,,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,108,*** internal_rules_above_this_line ***,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,109,*** external_rules_below_this_line ***,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,110,CHG0100449-CHG19941,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,111,,permit,,,tcp,,,Internet-All-Subnets,,,,inbound-ext-web-access,,,Web,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,112,CHG0106968,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,113,,permit,,,tcp,,,EUC-TEAM.,,,,,10.120.39.0 255.255.255.0,3389,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,114,CHG0107054,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,115,,permit,,Informix_replication,,,,MGS_VIP,,,Informix_RSS_VIP,,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,116,CHG0107904, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,117,,permit,,Informix_replication,,,,DM_INLINE_NETWORK_46,,10.120.48.122,,,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,118,CHG0108843, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,119,,permit,,,tcp,,,Informix_archive,,,sc1ux307,,,ssh,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,120,CHG0108933,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,121,,permit,,CIFS,,,brswndrccp003,,,,SC1WNPRCCP003,,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,122,CHG0109619,TASK0238453,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,123,,permit,,DM_INLINE_SERVICE_7,,,,DM_INLINE_NETWORK_53,,,,,10.120.46.0 255.255.255.128,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,124,CHG0110043, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,125,,permit,,,tcp,,,DM_INLINE_NETWORK_68,,,,DM_INLINE_NETWORK_69,,smtp,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,126,CHG0110147,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,127,,permit,,,udp,,,infoblox-all-dns-servers,,,sc1isilon-ssip,,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,128,CHG0109787,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,129,,permit,,,tcp,,scc_netscaler_SNIP,,,,,,10.120.39.0 255.255.255.0,,netscaler-ports,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,130,CHG0110428, CHG0111187,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,131,,permit,,commvault-media-server-service,,,,commvault-media-servers,,,,commvault-media-servers,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,132,CHG0110428, CHG0111187,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,133,,permit,,commvault-commcell-service,,,,commvault-commcell,,,,commvault-commcell,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,134,CHG0110614, CHG0111187,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,135,,permit,,commvault-media-server-service,,,,commvault-media-servers,,,,commvault-commcell,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,136,CHG0110614, CHG0111187,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,137,,permit,,commvault-media-server-service,,,,commvault-commcell,,,,commvault-media-servers,,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,138,CHG0110901, CHG0111187,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,139,,permit,,commvault-proxy-server-service,,,,DM_INLINE_NETWORK_73,,,,commvault-commcell,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,140,CHG0111028 CHG0118198,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,141,,permit,,,tcp,,,DM_INLINE_NETWORK_101,,,,,10.120.46.0 255.255.255.128,ssh,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,142,CHG0110901, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,143,,permit,,commvault-proxy-server-service,,10.120.134.253,,,,,,DM_INLINE_NETWORK_71,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,144,CHG0111088,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,145,,permit,,,tcp,,,commvault-backup-networks,,,,DM_INLINE_NETWORK_79,,,,8400 8403,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,146,CHG0111326, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,147,,permit,,comm_vault_service,,,,comm_vault_a_src,,,,DM_INLINE_NETWORK_86,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,148,CHG0111287,CHG0117589,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,149,,permit,,,tcp,,,DM_INLINE_NETWORK_97,,,,DM_INLINE_NETWORK_81,,,DM_INLINE_TCP_34,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,150,CHG0111088,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,151,,permit,,,tcp,,bireports,,,,,DM_INLINE_NETWORK_75,,,TCP_8400-8403,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,152,CHG0112262, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,153,,permit,,DM_INLINE_SERVICE_21,,,,,10.121.68.0 255.255.255.0,,,,10.120.46.40 255.255.255.248,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,154,CHG0112262, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,155,,permit,,DM_INLINE_SERVICE_20,,,,,10.121.68.0 255.255.255.0,,,,10.120.46.48 255.255.255.248,,,,,,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,156,CHG0112804, CHG0114385,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,157,,permit,,,tcp,10.120.163.134,,,,,,DM_INLINE_NETWORK_89,,,DM_INLINE_TCP_43,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,158,CHG0113167,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,159,,permit,,DM_INLINE_SERVICE_22,,10.210.143.170,,,,,,DM_INLINE_NETWORK_91,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,160,CHG0114967 CHG0115147,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,161,,permit,,DM_INLINE_SERVICE_23,,,,,any,,SCC-NAS-IP-Range,,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,162,CHG0117312, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,163,,permit,,,tcp,,,WHC-Nexus,,,SCC-NAS-IP-Range,,,,DM_INLINE_TCP_41,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,164,CHG0130862,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,165,,permit,,,tcp,,,DM_INLINE_NETWORK_140,,,SCC-NAS-IP-Range,,,445,,,informational,300,inactive
uk-sc1-fw01-sec,internal-vrf_access_in,extended,166,CHG0117702, PCI Q4 2018,TASK0238453,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,167,,permit,TCP-81,,,,,DM_INLINE_NETWORK_98,,,sc1wnprbkcs01,,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,168,CHG0125842, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,169,,permit,,,tcp,,,Operations_Team,,,sc1wnprbkcs01,,,,TCP8400-8403,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,170,CHG0117834,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,171,,permit,,,tcp,,,WHC-Nexus,,,isilon-cluster-scc,,,,DM_INLINE_TCP_42,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,172,CHG0118423, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,173,,permit,60606,,,,SC1WNPREMG30,,,,,,10.120.46.0 255.255.255.128,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,174,CHG0120057, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,175,,permit,,DM_INLINE_SERVICE_25,,10.121.10.114,,,,,,DM_INLINE_NETWORK_104,,,,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,176,CHG0120392, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,177,,permit,,,tcp,,,iSeries-Servers,,,emailhost01,,,,DM_INLINE_TCP_47,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,178,CHG0120549,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,179,,permit,,,tcp,,GSHWNCPECP01,,,,sc1wnprbkcs01,,,,TCP8400-8403,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,180,CHG0120808, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
uk-sc1-fw01-sec,internal-vrf_access_in,extended,181,,permit,,,tcp,10.112.46.30,,,,,,DM_INLINE_NETWORK_105,,,DM_INLINE_TCP_44,,informational,300,active
uk-sc1-fw01-sec,internal-vrf_access_in,extended,182,CHG0120873, PCI Q4 2018,PCI-Q2-2019,,,,,,,,,,,,,,,,,,
